日期,市半導體,製造業營業氣候測驗點,股價指數,外銷訂單動向指數,工業及服務業受僱員工淨進入率,M1B,實質半導體設備進口值,建築物開工樓地板面積,工業生產指數,製造業銷售量指數,實質機械及電機設備進口值,電力(企業)總用電量,實質海關出口值,批發、零售及餐飲業營業額,工業及服務業加班工時,全體金融機構放款與投資,製造業單位產出勞動成本指數,五大銀行新承做放款平均利率,失業率,製造業存貨價值,半導體內銷品物價指數,台灣消費者物價指數,消費者物價指數年增率,台灣消費者信心指數,美國央行利率,VIX,中國EPU指數,美國EPU指數,全球GPR指數,美國非農就業人口,美國全品項CPI,美國消費者信心指數,NFCI,CBOE黃金ETF波動率指數,那斯達克指數,費城半導體指數
Nov-20,312.5,102.97,13393.84048,49.06,0.27,21419902,57716,3063.858,92.67,94.67,385.32,13.23,921.39,1365.98863,7.5,45932,92.77,1.256,3.75,706152070,98.67,98.44,0.09,72.9,0.09,20.57,661.8280483,327.609605,70.06746674,142761,260.895,76.9,-0.5353275,19.7815,11794.5155,2663.48999
Dec-20,342.21,106.01,14276.87565,43.76,0.18,21957908,83491,3060.396,98,100.6,385.92,13.23,942.9,1420.667927,7.7,46325,90.38,1.291,3.68,711948475,98.28,98.45,0.04,70.9,0.09,22.75,439.1236354,326.6166301,64.06729126,142518,262.005,80.7,-0.5854675,19.65409091,12619.05091,2795.5
Jan-21,399.03,106.53,15552.204,33.68,0.21,22622754,56702,1845.438,95.39,98.01,393.05,12.83,974.87,1433.640732,8.1,46653,130.24,1.212,3.66,729439950,98.18,98.81,-0.19,71.98,0.09,33.09,378.3570531,261.3061328,77.41870117,142916,262.518,79,-0.61089,19.8,13186.60579,2887.080078
Feb-21,425.27,106.12,16080.79462,65.47,-0.15,22956480,68712,1587.894,80.59,80.83,317.33,11.31,788.19,1193.993729,7.5,46841,172.14,1.193,3.7,738077034,98.42,99.29,1.38,74.64,0.08,27.95,237.4086136,187.5196161,73.95680237,143443,263.583,76.8,-0.618495,19.29894737,13737.40368,3067.620117
Mar-21,403.55,105.68,16150.14545,52.31,0.2,22981901,80818,2333.699,102.74,102.21,420.79,13.66,1013.09,1413.07476,8,47246,79.48,1.215,3.67,779703517,98.83,98.69,1.22,76.52,0.07,19.4,302.3005817,166.7855324,78.61876678,144274,264.91,84.9,-0.63479,18.2326087,13168.8113,3124.939941
Apr-21,417.6,106.52,17114.84474,51.56,0.14,23111944,64881,1839.472,94.47,96.57,375.18,13.39,994.72,1399.931643,8.5,47464,87.99,1.308,3.64,817662766,99.41,99.35,2.11,77.28,0.07,18.61,289.6300336,141.3001663,88.16622162,144593,266.752,88.3,-0.666126,15.58863636,13900.4381,3108.98999
May-21,394.5,104.98,16504.41571,49.11,-0.63,23288445,57162,2543.808,98.96,100.07,398.9,14.5,1047.76,1366.842391,7.8,47844,89.9,1.269,4.11,849697271,98.78,99.58,2.45,74.88,0.06,16.76,216.8605591,172.0962089,93.00713348,145044,268.452,82.9,-0.69034,16.7635,13517.6825,3186.560059
Jun-21,409.14,103.82,17282.8181,49.5,-1.18,23569675,62842,1988.229,102.67,101.9,396.81,14.08,1016.29,1290.750429,7.5,48465,87.46,1.096,4.8,880593490,98.92,99.77,1.83,70.48,0.08,15.83,219.7628048,149.1312694,74.12712097,145822,270.664,85.5,-0.6955525,16.06136364,14097.16909,3345.310059
Jul-21,410.85,103.69,17656.94045,48.05,0.58,23760484,75604,2532.311,102.98,102.83,417.79,14.74,1058.49,1353.38857,7.4,48512,109.42,1.22,4.53,919769254,100.28,99.97,1.91,76.92,0.1,18.24,227.9245113,182.1714095,58.42076874,146761,271.994,81.2,-0.664746,15.17857143,14639.07286,3356.530029
Aug-21,409.67,103.63,17131.01,49.09,0.44,23977765,96849,2143.385,104.03,102.71,472.31,14.79,1102.42,1406.052715,7.5,48787,98.1,1.255,4.24,962075050,100.7,100.55,2.34,75.43,0.09,16.48,294.827805,157.195214,89.48654938,147226,272.789,70.3,-0.6394225,15.70272727,14856.51773,3417.719971
Sep-21,419.97,101.84,17281.23,48.66,0.34,24156031,83817,1778.091,105.03,103.83,450.25,14.62,1100.1,1467.052741,7.6,49005,92.2,1.224,3.96,963334500,100.6,100.71,2.6,74.39,0.08,23.14,274.9500231,171.3004477,80.69696808,147706,273.887,72.8,-0.6432975,15.86571429,15023.53857,3258.090088
Oct-21,402.65,101.34,16723.5555,48.82,0.47,24207931,87613,3012.899,102.79,101.14,453.88,14.84,1118.5,1461.13501,8.2,49052,90.71,1.167,3.83,1004347003,101.4,101,2.55,74.26,0.08,16.26,248.4736353,136.920239,79.02923584,148566,276.434,71.7,-0.640602,15.82904762,14879.01238,3451.27002
Nov-21,423.52,102.36,17489.18273,46.74,0.3,24457750,75810,2436.487,104.05,103.87,447.57,13.81,1157.32,1532.249166,8,49320,88.17,1.127,3.66,1020881317,102.04,101.24,2.84,73.33,0.08,27.19,329.069391,175.8728799,86.5691452,149197,278.799,67.4,-0.57524,16.75571429,15814.93286,3833.219971
Dec-21,430.49,104.05,17845.35091,41.98,0.11,24758016,87410,2695.208,106.33,106.02,445.09,13.79,1129.85,1559.573816,8.4,49784,91.35,1.184,3.64,1024516841,102.43,101.04,2.63,73.02,0.08,17.22,344.0033522,201.4336653,105.3454208,149763,280.808,70.6,-0.536514,15.92782609,15474.43182,3946.169922
Jan-22,449.6,103.86,18232.85722,39.22,-0.05,25221943,67403,2197.426,103.39,103.92,445.18,13.34,1105.52,1589.432009,7.9,50211,177.03,1.085,3.61,1036626396,103.13,101.61,2.83,73.67,0.08,24.83,319.0715308,155.279659,138.6749878,150014,282.39,67.2,-0.54316,15.748,14531.3775,3483.209961
Feb-22,436.5,101.37,18056.18133,62.36,-0.29,25498947,62314,1304.16,87.81,84.31,406.31,12.01,1041.6,1251.314361,8,50256,102.97,1.167,3.65,1054094196,103.96,101.6,2.33,73.19,0.08,30.15,167.0818756,140.4425019,216.1590118,150876,284.535,62.8,-0.4661,17.43315789,13898.72789,3429.530029
Mar-22,405.99,99.1,17474.73174,47.04,0.14,25490519,80915,3783.983,105.67,108.38,503.83,14.01,1228.75,1585.923437,8.2,50657,81.58,1.293,3.66,1062769833,105.88,101.92,3.27,72.24,0.2,20.56,359.005179,229.2447417,318.9549255,151370,287.553,59.4,-0.360845,23.87086957,13623.26304,3429
Apr-22,381.79,94.79,16998.77947,47.83,-0.07,25379697,85418,3528.776,98.83,97.69,466.71,13.69,1194.51,1470.442578,8.5,50619,89.89,1.421,3.62,1109184210,108.88,102.7,3.37,71.77,0.33,33.4,337.1537897,168.8277466,191.1430969,151642,288.764,65.2,-0.338076,18.8385,13394.163,2919.73999
May-22,364.84,92.59,16191.99095,48.01,-0.1,25276153,80263,3187.59,100.69,98.49,501.76,14.46,1242.83,1465.479819,8,50575,96.85,1.435,3.68,1145773265,110.66,102.96,3.39,67.81,0.77,26.19,386.7502429,190.4530179,142.2584839,151928,291.359,58.4,-0.2587225,19.52952381,11829.72952,3098.689941
Jun-22,353.57,89,15889.21238,43.97,0.01,25474479,92490,2092.983,100.35,98.55,490.66,14.66,1246.5,1478.144031,8,50497,92.74,1.44,3.74,1149598148,109.99,103.35,3.59,64.14,1.21,28.71,328.0949501,152.810574,130.7073212,152348,294.996,50,-0.1809175,18.27238095,11418.91905,2556.25
Jul-22,318.58,88.08,14566.2519,43.29,0.48,25345565,98487,2275.648,100.53,95.56,497.43,15.3,1289.04,1471.073708,7.6,50518,123.8,1.475,3.78,1186709042,109.71,103.32,3.35,63.05,1.68,21.33,359.9774424,222.7899376,117.1767654,153038,294.977,51.5,-0.182106,19.0725,11622.6315,2967.139893
Aug-22,336.54,86.13,15117.98174,43.48,0.15,25789157,97850,2717.942,101.93,98.24,500.27,15.39,1206.97,1475.027215,7.4,50907,107.9,1.415,3.79,1174996393,109.76,103.24,2.68,63.08,2.33,25.87,260.880967,183.0348268,132.8632202,153281,295.209,58.2,-0.249185,16.1626087,12570.26043,2677.389893
Sep-22,309,84.63,14344.32476,41.23,-0.05,25746139,80762,2607.433,95.86,94.71,452.63,14.61,1151.06,1535.897352,7.1,50826,100.93,1.451,3.66,1159351797,113.19,103.49,2.76,62.59,2.56,31.62,242.5569364,201.7384894,131.9858704,153536,296.341,58.6,-0.155412,18.10380952,11402.85,2306.699951
Oct-22,271,83.92,13107.418,39.94,0.04,25462085,117760,2624.531,94.46,90.14,546.87,14.22,1265.68,1521.764243,7.3,50695,97.52,1.541,3.64,1173639471,115.29,103.77,2.74,61.22,3.08,25.88,259.0492148,207.2753348,143.1624146,153897,297.863,59.9,-0.112495,19.51142857,10801.49429,2384.449951
Nov-22,304.63,85.16,14067.26318,40.17,0.09,25539134,107885,2505.559,94.5,91.34,475.79,13.6,1150.54,1460.904355,7.1,51233,103.76,1.596,3.61,1175219786,113.62,103.62,2.35,60,3.78,20.58,448.5888458,210.3748942,116.7162857,154155,298.648,56.7,-0.1969225,17.14,10973.6381,2826.850098
Dec-22,315.58,86.5,14512.76636,30.83,0.06,25783954,112401,2738.073,94.08,91.52,420.05,13.28,1095.27,1542.781404,7.4,51412,108.78,1.749,3.52,1157957515,110.56,103.78,2.71,59.12,4.1,21.67,310.4969799,150.0371241,111.1959381,154291,298.812,59.8,-0.219594,15.43666667,10838.99571,2532.110107
Jan-23,325.93,88.07,14736.84462,52.02,-0.32,25913076,80913,1898.683,79.18,77.24,403.84,12.19,963.9,1423.781238,7.5,51754,232.77,1.679,3.5,1151327263,109.26,104.71,3.05,59.73,4.33,19.4,275.4135958,161.4271135,103.4179535,154773,300.356,64.9,-0.3101575,16.321,11013.991,2921.919922
Feb-23,354.68,91.71,15529.40333,55.76,-0.13,26016523,84258,2618.424,79.35,79.66,382.2,11.82,937.11,1268.198874,8,52025,120.54,1.702,3.53,1162770141,108.05,104.06,2.42,62.47,4.57,20.7,364.2876774,152.9672811,122.0901642,155060,301.509,66.9,-0.3271575,15.09,11785.07421,2958.389893
Mar-23,356.12,93.14,15652.88,45.72,0.06,26002853,84986,2796.078,89.2,91.94,417.49,13.31,1075.34,1468.961273,8.3,52481,97.23,1.753,3.56,1141952901,107.82,104.32,2.35,64.47,4.65,18.7,516.9768898,200.4899363,105.5579071,155206,301.744,62,-0.155898,17.62565217,11637.09217,3230.860107
Apr-23,348.77,91.32,15728.31471,47.95,-0.04,26059477,61713,2316.566,76.52,79.6,375.87,13.12,1093.82,1355.100147,8.8,52642,113.23,1.843,3.5,1107620943,107.7,105.11,2.35,63.18,4.83,15.78,392.6050466,165.4175591,106.7957993,155484,303.032,63.7,-0.202035,17.73894737,12073.46421,2994.969971
May-23,351.5,89.12,15955.69773,45.32,0.05,26103879,66593,2599.329,84.61,87.97,392.83,14.03,1108.92,1407.259509,8.7,53125,113.15,1.861,3.46,1089761648,107.8,105.04,2.02,63.67,5.06,17.95,233.991581,205.1764577,107.8421249,155787,303.365,59,-0.2465125,17.61363636,12446.53045,3453.179932
Jun-23,384.28,87.7,16983.735,45.19,-0.03,26072303,54722,2126.388,83.1,85.19,366.54,14.07,993.1,1420.827007,8.2,53096,112.34,1.903,3.49,1068864389,107.8,105.16,1.75,66.66,5.08,15.56,290.4076271,179.3080436,111.3787231,156027,304.003,64.2,-0.252694,13.28571429,13463.77762,3673.060059
Jul-23,381.67,91.48,17072.19476,45.91,0.32,26280834,70135,3078.743,85.04,86.66,434.25,14.89,1199.67,1448.733398,7.9,53503,139.68,1.898,3.56,1058804224,108.9,105.26,1.88,68.39,5.12,13.57,233.7482471,132.7106302,106.8144302,156211,304.628,71.5,-0.2864375,12.393,14033.091,3861.629883
Aug-23,366.65,92.63,16648.14273,46.45,0.03,26527742,44081,2552.502,91.05,91.67,401.34,14.97,1181.94,1449.527606,7.8,53601,111.93,1.95,3.56,1073435627,110.84,105.85,2.53,67.51,5.33,13.93,227.1500585,76.84422386,101.8592758,156421,306.187,69.4,-0.3415425,12.31043478,13743.21304,3670.929932
Sep-23,366.14,94.09,16569.9035,44.74,-0.09,26457439,38240,1626.627,89.47,87.89,408.66,14.57,1237.47,1531.04156,7.8,53801,106.87,1.99,3.48,1102367078,111.68,106.52,2.93,66.73,5.33,13.09,249.4848193,117.6987774,98.82456207,156667,307.288,67.8,-0.357566,11.4295,13585.8395,3434.290039
Oct-23,369.82,93.77,16422.4045,44.8,0.1,26306314,54316,2228.247,92.42,89.68,501.66,14.2,1227.36,1540.419806,8.1,53818,96.15,2.051,3.43,1097299029,112.84,106.92,3.04,69.06,5.33,17.61,160.9795223,133.594075,198.1334076,156832,307.531,63.8,-0.3252225,16.14636364,13199.42773,3215.889893
Nov-23,391.72,93.24,16977.86409,44.66,0.06,26314092,48535,2260.698,92.8,90.04,414.77,13.42,1208.08,1534.765813,7.7,54452,100.03,2.028,3.34,1116804391,111.1,106.62,2.9,69.4,5.33,16.87,229.3459707,140.6772042,156.6863251,157014,308.024,61.3,-0.3832375,13.84095238,13913.16048,3724.580078
Dec-23,405.7,97.06,17569.97952,43.69,-0.03,26584852,63374,2360.958,90.48,88.16,396.04,13.42,1255.79,1528.304165,7.7,54896,110.4,2.051,3.33,1102799770,108.75,106.58,2.7,70.06,5.33,12.63,312.794116,107.001579,141.6083221,157304,308.742,69.7,-0.455328,14.876,14690.493,4175.470215
Jan-24,415.78,98.12,17667.52591,33.82,0.06,26834447,41277,2537.25,91.54,92.62,467.69,13.14,1153.96,1614.09126,8.1,55288,153.07,1.949,3.31,1067328699,108.88,106.59,1.8,72.14,5.33,13.2,356.9747165,131.2736786,159.7171783,157560,309.685,79,-0.4922325,13.34428571,15081.38762,4260.919922
Feb-24,456.53,98.22,18611.72308,61.75,-0.25,27179113,28915,1608.689,78.31,74.47,313.18,11.61,985.95,1281.955027,7.9,55788,182.59,1.987,3.39,1095708201,109.53,107.26,3.08,73.22,5.33,13.88,170.8180018,117.446789,146.4831696,157796,311.054,76.9,-0.4816425,11.787,15808.935,4726.919922
Mar-24,505.71,99.1,19843.09,49.87,0.13,27402625,43804,2196.057,92.76,92.49,460.08,13.38,1320.14,1528.614893,7.8,56376,91.1,2.017,3.38,1095708201,110.13,106.56,2.15,73.51,5.33,13.11,242.8466121,126.5564819,132.8448944,158111,312.23,79.4,-0.485348,13.972,16216.2955,4905.209961
