Date,ticker,SEV_4_Quarters_Rolling
2017-10-20,1101.0,29.23717331148625
2017-10-23,1101.0,29.27879173763681
2017-10-24,1101.0,29.358829571583378
2017-10-25,1101.0,29.384252561665008
2017-10-26,1101.0,29.409704067958504
2017-10-27,1101.0,29.418675853163343
2017-10-30,1101.0,29.42764763836818
2017-10-31,1101.0,29.420119586996563
2017-11-01,1101.0,29.396132058194954
2017-11-02,1101.0,29.405088773677733
2017-11-03,1101.0,29.38662320957486
2017-11-06,1101.0,29.395571574844258
2017-11-07,1101.0,29.49250530495051
2017-11-08,1101.0,29.4739201249939
2017-11-09,1101.0,29.482886881326788
2017-11-10,1101.0,29.475332101823014
2017-11-13,1101.0,29.456790679367828
2017-11-14,1101.0,29.43110234358095
2017-11-15,1101.0,29.122278439238567
2017-11-16,1101.0,29.23609406279218
2017-11-17,1101.0,29.13418520243592
2017-11-20,1101.0,29.26977482851187
2017-11-21,1101.0,29.227017927560862
2017-11-22,1101.0,29.125178463680236
2017-11-23,1101.0,29.184968641315685
2017-11-24,1101.0,29.17233954342496
2017-11-27,1101.0,29.219058484347542
2017-11-28,1101.0,29.456912812084088
2017-11-29,1101.0,29.372857572212208
2017-11-30,1101.0,29.480557415590322
2017-12-01,1101.0,29.440195111484453
2017-12-04,1101.0,29.36717676867922
2017-12-05,1101.0,29.370740827297826
2017-12-06,1101.0,29.42350852544479
2017-12-07,1101.0,29.394253850609037
2017-12-08,1101.0,29.430648582685777
2017-12-11,1101.0,29.341382569413817
2017-12-12,1101.0,29.40495198980745
2017-12-13,1101.0,29.348500106789
2017-12-14,1101.0,29.35205887547659
2017-12-15,1101.0,29.388332226080095
2017-12-18,1101.0,29.35917641285177
2017-12-19,1101.0,29.25959282196902
2017-12-20,1101.0,29.23611341194256
2017-12-21,1101.0,29.239656404637984
2017-12-22,1101.0,29.066031366823196
2017-12-25,1101.0,28.784192080066966
2017-12-26,1101.0,28.71459996571766
2017-12-27,1101.0,28.775472998334095
2017-12-28,1101.0,28.77895805640349
2017-12-29,1101.0,28.714620913258646
2018-01-02,1101.0,28.68689911439024
2018-01-03,1101.0,28.46872344699249
2018-01-04,1101.0,28.513151938106756
2018-01-05,1101.0,28.490972312406896
2018-01-08,1101.0,28.245625185240836
2018-01-09,1101.0,28.218873054008412
2018-01-10,1101.0,28.182155813531665
2018-01-11,1101.0,28.44851152645441
2018-01-12,1101.0,28.421359051377387
2018-01-15,1101.0,28.358727342439362
2018-01-16,1101.0,28.29133945296333
2018-01-17,1101.0,28.184174213890195
2018-01-18,1101.0,28.36901614463654
2018-01-19,1101.0,28.357235223098716
2018-01-22,1101.0,28.375875346101324
2018-01-23,1101.0,28.532349463877594
2018-01-24,1101.0,28.535797559833483
2018-01-25,1101.0,28.452297369583558
2018-01-26,1101.0,28.293477036377972
2018-01-29,1101.0,28.36259655370033
2018-01-30,1101.0,28.38122955791701
2018-01-31,1101.0,28.455848414835614
2018-02-01,1101.0,28.38808508215081
2018-02-02,1101.0,28.39151284426771
2018-02-05,1101.0,28.420334265379804
2018-02-06,1101.0,29.073783843525213
2018-02-07,1101.0,28.818943171193457
2018-02-08,1101.0,28.723463769247573
2018-02-09,1101.0,29.057731030622016
2018-02-12,1101.0,28.960659981861376
2018-02-21,1101.0,28.60978547943992
2018-02-22,1101.0,28.810213606066878
2018-02-23,1101.0,28.714850337798236
2018-02-26,1101.0,28.801510385053213
2018-02-27,1101.0,28.6803528949314
2018-03-01,1101.0,28.683810936808094
2018-03-02,1101.0,28.713150900956684
2018-03-05,1101.0,28.888631780963905
2018-03-06,1101.0,28.83453830060173
2018-03-07,1101.0,28.864158560232966
2018-03-08,1101.0,28.86763666708216
2018-03-09,1101.0,28.803219003439825
2018-03-12,1101.0,28.651199854296994
2018-03-13,1101.0,28.57239801172348
2018-03-14,1101.0,28.575839302980953
2018-03-15,1101.0,28.54854991511387
2018-03-16,1101.0,28.551987506025668
2018-03-19,1101.0,28.57078586940327
2018-03-20,1101.0,28.63069660769008
2018-03-21,1101.0,28.634142845151732
2018-03-22,1101.0,28.581104189671397
2018-03-23,1101.0,28.739139606835195
2018-03-26,1101.0,28.857048826435754
2018-03-27,1101.0,28.70465686533849
2018-03-28,1101.0,28.749513732465278
2018-03-29,1101.0,28.877917898828528
2018-03-30,1101.0,28.870936072745113
2018-04-02,1101.0,32.15134301193173
2018-04-03,1101.0,32.07845436735558
2018-04-09,1101.0,31.96752766168061
2018-04-10,1101.0,31.705844118501197
2018-04-11,1101.0,31.64775333647448
2018-04-12,1101.0,31.79697842561035
2018-04-13,1101.0,31.795200790115935
2018-04-16,1101.0,31.783551987085264
2018-04-17,1101.0,31.879428282406916
2018-04-18,1101.0,31.817046919798425
2018-04-19,1101.0,31.5483838428018
2018-04-20,1101.0,31.642824856426838
2018-04-23,1101.0,31.5999951217541
2018-04-24,1101.0,30.959002329578638
2018-04-25,1101.0,31.176921976352
2018-04-26,1101.0,31.08685467878294
2018-04-27,1101.0,31.160289736113114
2018-04-30,1101.0,30.98601874750295
2018-05-02,1101.0,30.99276430142693
2018-05-03,1101.0,31.481593380250214
2018-05-04,1101.0,31.432893122366195
2018-05-07,1101.0,31.158029262055557
2018-05-08,1101.0,31.03777956608927
2018-05-09,1101.0,31.104927620230395
2018-05-10,1101.0,30.949037326266325
2018-05-11,1101.0,30.90781746108095
2018-05-14,1101.0,30.310464132276234
2018-05-15,1101.0,30.261010127431014
2018-05-16,1101.0,29.51356784621634
2018-05-17,1101.0,29.56508082440539
2018-05-18,1101.0,29.578372111904518
2018-05-21,1101.0,29.421986546098925
2018-05-22,1101.0,29.52260788258702
2018-05-23,1101.0,29.954040584838452
2018-05-24,1101.0,29.73775388035137
2018-05-25,1101.0,30.003727219800215
2018-05-28,1101.0,29.99384602823566
2018-05-29,1101.0,30.1723133441113
2018-05-30,1101.0,30.070752550574106
2018-05-31,1101.0,30.123658746427783
2018-06-01,1101.0,30.085085705428003
2018-06-04,1101.0,29.51490501621753
2018-06-05,1101.0,29.659905636639078
2018-06-06,1101.0,29.783939646431957
2018-06-07,1101.0,29.80772771768116
2018-06-08,1101.0,29.736346151051837
2018-06-11,1101.0,29.86666463873211
2018-06-12,1101.0,29.9075066586802
2018-06-13,1101.0,29.623532988370883
2018-06-14,1101.0,29.797650559869066
2018-06-15,1101.0,29.69836991172757
2018-06-19,1101.0,30.134943884198094
2018-06-20,1101.0,29.863440030838323
2018-06-21,1101.0,29.870387481528784
2018-06-22,1101.0,29.92251518446939
2018-06-25,1101.0,29.901208550412232
2018-06-26,1101.0,30.216509289785407
2018-06-27,1101.0,30.444572063973
2018-06-28,1101.0,30.646426477843125
2018-06-29,1101.0,30.665642140420054
2018-07-02,1101.0,30.840394060227908
2018-07-03,1101.0,30.555868418387753
2018-07-04,1101.0,30.80117129682461
2018-07-05,1101.0,30.79656290657689
2018-07-06,1101.0,30.948604112156726
2018-07-09,1101.0,30.58488497937929
2018-07-10,1101.0,30.427313788978903
2018-07-11,1101.0,30.79003762169042
2018-07-12,1101.0,30.618462236503326
2018-07-13,1101.0,30.372709295045517
2018-07-16,1101.0,30.69837257797154
2018-07-17,1101.0,30.819387029405476
2018-07-18,1101.0,30.796683726394445
2018-07-19,1101.0,30.64273928068125
2018-07-20,1101.0,30.79328469308551
2018-07-23,1101.0,30.68693242011682
2018-07-24,1101.0,29.79699864313618
2018-07-25,1101.0,29.927932500203656
2018-07-26,1101.0,29.631551501112586
2018-07-27,1101.0,29.710649520221892
2018-07-30,1101.0,29.57820654176109
2018-07-31,1101.0,30.051994163914724
2018-08-01,1101.0,29.469915928600102
2018-08-02,1101.0,29.631294692061463
2018-08-03,1101.0,29.688041967942922
2018-08-06,1101.0,29.73380601085224
2018-08-07,1101.0,29.807821315726137
2018-08-08,1101.0,29.657672131288155
2018-08-09,1101.0,29.697740466244944
2018-08-10,1101.0,29.361776830081656
2018-08-13,1101.0,29.151238109394956
2018-08-14,1101.0,28.38513455387555
2018-08-15,1101.0,28.73797631312942
2018-08-16,1101.0,28.902301287813373
2018-08-17,1101.0,28.930245960870938
2018-08-20,1101.0,29.000378042989553
2018-08-21,1101.0,28.755492667343216
2018-08-22,1101.0,28.78827696569424
2018-08-23,1101.0,28.773495623293556
2018-08-24,1101.0,28.899270156162363
2018-08-27,1101.0,28.769820481660055
2018-08-28,1101.0,28.801612441640945
2018-08-29,1101.0,28.802253406544086
2018-08-30,1101.0,29.292732601325994
2018-08-31,1101.0,29.207522197992542
2018-09-03,1101.0,29.573855135468698
2018-09-04,1101.0,29.35208250915372
2018-09-05,1101.0,29.568148741675678
2018-09-06,1101.0,29.519121067175877
2018-09-07,1101.0,29.720626130745764
2018-09-10,1101.0,30.936038625906004
2018-09-11,1101.0,30.952398452537224
2018-09-12,1101.0,30.785521427755892
2018-09-13,1101.0,30.62065784255875
2018-09-14,1101.0,30.457771031527255
2018-09-17,1101.0,30.612246956956266
2018-09-18,1101.0,30.507033405766517
2018-09-19,1101.0,30.379859081355306
2018-09-20,1101.0,30.429959098476505
2018-09-21,1101.0,30.35464098237267
2018-09-25,1101.0,30.461570818278883
2018-09-26,1101.0,30.597833242361947
2018-09-27,1101.0,30.51016650290922
2018-09-28,1101.0,30.24218455288062
2018-10-01,1101.0,30.291488768606808
2018-10-02,1101.0,30.591401894676064
2018-10-03,1101.0,30.658703199200378
2018-10-04,1101.0,30.83643741530365
2018-10-05,1101.0,30.904451120954903
2018-10-08,1101.0,30.919906443604642
2018-10-09,1101.0,30.842018673501915
2018-10-11,1101.0,31.779617764237244
2018-10-12,1101.0,31.291210616493608
2018-10-15,1101.0,31.5110775315968
2018-10-16,1101.0,31.654110976609743
2018-10-17,1101.0,31.669437561231213
2018-10-18,1101.0,31.801187620672213
2018-10-19,1101.0,32.120863465309796
2018-10-22,1101.0,32.04231227069489
2018-10-23,1101.0,32.680715159338064
2018-10-24,1101.0,33.47942706714891
2018-10-25,1101.0,33.57658455409542
2018-10-26,1101.0,33.825881944663486
2018-10-29,1101.0,33.68941449351346
2018-10-30,1101.0,33.642948299743956
2018-10-31,1101.0,33.42699193319672
2018-11-01,1101.0,33.068171437982066
2018-11-02,1101.0,32.78216568644245
2018-11-05,1101.0,33.26406391979856
2018-11-06,1101.0,33.39952628887815
2018-11-07,1101.0,33.26720492491131
2018-11-08,1101.0,33.302038916852695
2018-11-09,1101.0,33.585880071605054
