Date,ticker,HL1M
2016-11-09,1101.0,1.1911764705882277
2016-11-10,1101.0,-0.09146341463414544
2016-11-11,1101.0,0.2615384615384613
2016-11-14,1101.0,0.9047619047619067
2016-11-15,1101.0,1.7857142857142936
2016-11-16,1101.0,2.4411764705882315
2016-11-17,1101.0,6.312499999999982
2016-11-18,1101.0,-39.99999999999846
2016-11-21,1101.0,1.3999999999999986
2016-11-22,1101.0,0.8461538461538491
2016-11-23,1101.0,0.7647058823529409
2016-11-24,1101.0,1.5531914893617067
2016-11-25,1101.0,1.5531914893617067
2016-11-28,1101.0,0.9999999999999941
2016-11-29,1101.0,2.0769230769230704
2016-11-30,1101.0,1.3076923076923082
2016-12-01,1101.0,0.8461538461538491
2016-12-02,1101.0,0.8461538461538491
2016-12-05,1101.0,1.6666666666666694
2016-12-06,1101.0,1.0689655172413715
2016-12-07,1101.0,0.9047619047619067
2016-12-08,1101.0,0.07142857142856984
2016-12-09,1101.0,0.09090909090908886
2016-12-12,1101.0,0.04672897196261747
2016-12-13,1101.0,0.06666666666666689
2016-12-14,1101.0,0.15463917525773432
2016-12-15,1101.0,0.7777777777777821
2016-12-16,1101.0,1.6666666666666583
2016-12-19,1101.0,12.99999999999969
2016-12-20,1101.0,7.000000000000055
2016-12-21,1101.0,-21.799999999999688
2016-12-22,1101.0,-3.3191489361702007
2016-12-23,1101.0,-5.588235294117656
2016-12-26,1101.0,-39.0000000000022
2016-12-27,1101.0,-25.374999999999428
2016-12-28,1101.0,8.666666666666632
2016-12-29,1101.0,39.59999999999945
2016-12-30,1101.0,2.6909090909090883
2017-01-03,1101.0,2.6909090909090883
2017-01-04,1101.0,2.383333333333327
2017-01-05,1101.0,2.383333333333327
2017-01-06,1101.0,2.383333333333327
2017-01-09,1101.0,3.8333333333333166
2017-01-10,1101.0,3.5681818181818086
2017-01-11,1101.0,1.2247191011235945
2017-01-12,1101.0,0.7043478260869541
2017-01-13,1101.0,0.8989898989898941
2017-01-16,1101.0,0.7303370786516833
2017-01-17,1101.0,0.7499999999999988
2017-01-18,1101.0,0.6428571428571476
2017-01-19,1101.0,2.965517241379329
2017-01-20,1101.0,1.6136363636363609
2017-01-23,1101.0,0.33720930232558477
2017-01-24,1101.0,0.6911764705882392
2017-02-02,1101.0,0.8253968253968317
2017-02-03,1101.0,0.16161616161616144
2017-02-06,1101.0,0.5068493150684942
2017-02-07,1101.0,1.0
2017-02-08,1101.0,2.0714285714285694
2017-02-09,1101.0,0.0
2017-02-10,1101.0,-0.5351351351351339
2017-02-13,1101.0,0.0632183908045973
2017-02-14,1101.0,0.12804878048780535
2017-02-15,1101.0,0.045197740112995405
2017-02-16,1101.0,0.18589743589743507
2017-02-17,1101.0,0.2500000000000006
2017-02-20,1101.0,0.8316831683168302
2017-02-21,1101.0,0.48000000000000115
2017-02-22,1101.0,0.0
2017-02-23,1101.0,0.0632183908045973
2017-02-24,1101.0,0.18589743589743507
2017-03-01,1101.0,0.16352201257861734
2017-03-02,1101.0,0.017964071856288125
2017-03-03,1101.0,0.07534246575342422
2017-03-06,1101.0,0.15441176470588305
2017-03-07,1101.0,0.0
2017-03-08,1101.0,0.01948051948052023
2017-03-09,1101.0,0.30833333333333435
2017-03-10,1101.0,0.6702127659574448
2017-03-13,1101.0,0.2560000000000002
2017-03-14,1101.0,0.26923076923077116
2017-03-15,1101.0,0.0
2017-03-16,1101.0,0.15068493150684845
2017-03-17,1101.0,0.0
2017-03-20,1101.0,0.0370370370370385
2017-03-21,1101.0,-0.10638297872340562
2017-03-22,1101.0,0.38235294117647306
2017-03-23,1101.0,0.2876712328767133
2017-03-24,1101.0,0.4038461538461558
2017-03-27,1101.0,0.8717948717948701
2017-03-28,1101.0,8.1250000000002
