Date,Ticker,90DCV
2016-10-11,1101,
2016-10-12,1101,
2016-10-13,1101,
2016-10-14,1101,
2016-10-17,1101,
2016-10-18,1101,
2016-10-19,1101,
2016-10-20,1101,
2016-10-21,1101,
2016-10-24,1101,
2016-10-25,1101,
2016-10-26,1101,
2016-10-27,1101,
2016-10-28,1101,
2016-10-31,1101,
2016-11-01,1101,
2016-11-02,1101,
2016-11-03,1101,
2016-11-04,1101,
2016-11-07,1101,
2016-11-08,1101,
2016-11-09,1101,
2016-11-10,1101,
2016-11-11,1101,
2016-11-14,1101,
2016-11-15,1101,
2016-11-16,1101,
2016-11-17,1101,
2016-11-18,1101,
2016-11-21,1101,
2016-11-22,1101,
2016-11-23,1101,
2016-11-24,1101,
2016-11-25,1101,
2016-11-28,1101,
2016-11-29,1101,
2016-11-30,1101,
2016-12-01,1101,
2016-12-02,1101,
2016-12-05,1101,
2016-12-06,1101,
2016-12-07,1101,
2016-12-08,1101,
2016-12-09,1101,
2016-12-12,1101,
2016-12-13,1101,
2016-12-14,1101,
2016-12-15,1101,
2016-12-16,1101,
2016-12-19,1101,
2016-12-20,1101,
2016-12-21,1101,
2016-12-22,1101,
2016-12-23,1101,
2016-12-26,1101,
2016-12-27,1101,
2016-12-28,1101,
2016-12-29,1101,
2016-12-30,1101,
2017-01-03,1101,
2017-01-04,1101,
2017-01-05,1101,
2017-01-06,1101,
2017-01-09,1101,
2017-01-10,1101,
2017-01-11,1101,
2017-01-12,1101,
2017-01-13,1101,
2017-01-16,1101,
2017-01-17,1101,
2017-01-18,1101,
2017-01-19,1101,
2017-01-20,1101,
2017-01-23,1101,
2017-01-24,1101,
2017-02-02,1101,
2017-02-03,1101,
2017-02-06,1101,
2017-02-07,1101,
2017-02-08,1101,
2017-02-09,1101,
2017-02-10,1101,
2017-02-13,1101,
2017-02-14,1101,
2017-02-15,1101,
2017-02-16,1101,
2017-02-17,1101,
2017-02-18,1101,
2017-02-20,1101,
2017-02-21,1101,0.02916399224247177
2017-02-22,1101,0.029583522980006573
2017-02-23,1101,0.029885648831501983
2017-02-24,1101,0.029752030162230207
2017-03-01,1101,0.029882496002656706
2017-03-02,1101,0.030205984077288365
2017-03-03,1101,0.030482644649581135
2017-03-06,1101,0.030608014226897674
2017-03-07,1101,0.03094982105922519
2017-03-08,1101,0.03126782233121683
2017-03-09,1101,0.03135140458406919
2017-03-10,1101,0.03127666009291059
2017-03-13,1101,0.03128647862925604
2017-03-14,1101,0.03135715457196164
2017-03-15,1101,0.03150558738357528
2017-03-16,1101,0.03155204515835196
2017-03-17,1101,0.03181271565154815
2017-03-20,1101,0.03208604351465684
2017-03-21,1101,0.03239391231805661
2017-03-22,1101,0.03252580257983719
2017-03-23,1101,0.03271711406347187
2017-03-24,1101,0.03284694735310741
2017-03-27,1101,0.032953202270853105
2017-03-28,1101,0.032721874789349424
2017-03-29,1101,0.032768625590234794
2017-03-30,1101,0.03275698061684623
2017-03-31,1101,0.032779702470926105
2017-04-05,1101,0.03278929212076401
2017-04-06,1101,0.03279448171210673
2017-04-07,1101,0.03271023761946048
2017-04-10,1101,0.03271713380884958
2017-04-11,1101,0.032705546891519915
2017-04-12,1101,0.03268677645270901
2017-04-13,1101,0.03268677645270901
2017-04-14,1101,0.03269512336753475
2017-04-17,1101,0.03269542204798852
2017-04-18,1101,0.03270294136725182
2017-04-19,1101,0.032711936753511396
2017-04-20,1101,0.032705724382571154
2017-04-21,1101,0.03285119416539651
2017-04-24,1101,0.03287888971396191
2017-04-25,1101,0.033037730756609034
2017-04-26,1101,0.03315667276423173
2017-04-27,1101,0.0331674963764126
2017-04-28,1101,0.033246915468194776
2017-05-02,1101,0.03328789197863464
2017-05-03,1101,0.033321159773767366
2017-05-04,1101,0.03336396085070898
2017-05-05,1101,0.03374824364211532
2017-05-08,1101,0.0342124465543921
2017-05-09,1101,0.034593179068807496
2017-05-10,1101,0.03494491753652803
2017-05-11,1101,0.03533973794633196
2017-05-12,1101,0.035778478907187244
2017-05-15,1101,0.03566226335622313
2017-05-16,1101,0.035305994113702416
2017-05-17,1101,0.03496443377692296
2017-05-18,1101,0.034853856350702976
2017-05-19,1101,0.03469623392522626
2017-05-22,1101,0.034910023994289274
2017-05-23,1101,0.035259848835715965
2017-05-24,1101,0.03554005511779352
2017-05-25,1101,0.0356875890970583
2017-05-26,1101,0.03589559491231517
2017-05-31,1101,0.036103453022916114
2017-06-01,1101,0.03635038257425326
2017-06-02,1101,0.03668928020664243
2017-06-03,1101,0.03702125062548373
2017-06-05,1101,0.03738256713057257
2017-06-06,1101,0.03778115921183797
2017-06-07,1101,0.03815992956174254
2017-06-08,1101,0.03851074692471251
2017-06-09,1101,0.038532480709793815
2017-06-12,1101,0.03886867833606506
2017-06-13,1101,0.03932439189994301
2017-06-14,1101,0.03969113178397989
2017-06-15,1101,0.040147621375394085
2017-06-16,1101,0.040759989945552286
2017-06-19,1101,0.04128903564108441
2017-06-20,1101,0.04152123811724048
2017-06-21,1101,0.041618753492463564
2017-06-22,1101,0.041796492950086625
2017-06-23,1101,0.04155090193742318
2017-06-26,1101,0.04134011248705174
2017-06-27,1101,0.0412431678455494
2017-06-28,1101,0.04094235593288281
2017-06-29,1101,0.04077276791309288
2017-06-30,1101,0.04061955729596523
2017-07-03,1101,0.04047418898568538
2017-07-04,1101,0.04046769544692518
2017-07-05,1101,0.04035834564417995
2017-07-06,1101,0.03983476510350437
2017-07-07,1101,0.03941896004865769
2017-07-10,1101,0.03916189629935017
2017-07-11,1101,0.03883429349956585
2017-07-12,1101,0.03830945398534346
2017-07-13,1101,0.03780388817347895
2017-07-14,1101,0.03732283720174198
2017-07-17,1101,0.03659360815862654
2017-07-18,1101,0.03587068558394
2017-07-19,1101,0.03549097951131916
2017-07-20,1101,0.03530760833993636
2017-07-21,1101,0.03485961974815487
2017-07-24,1101,0.03427539304462379
2017-07-25,1101,0.03341390561850536
2017-07-26,1101,0.03265163363008055
2017-07-27,1101,0.0318589587235733
2017-07-28,1101,0.031080523205156613
2017-07-31,1101,0.030010029675982694
2017-08-01,1101,0.02929101542316465
2017-08-02,1101,0.028502851118881012
2017-08-03,1101,0.02761477748026476
2017-08-04,1101,0.02685992527110791
2017-08-07,1101,0.026550050777300688
2017-08-08,1101,0.025887198844027483
2017-08-09,1101,0.025642727655268007
2017-08-10,1101,0.025535430246477513
2017-08-11,1101,0.02505297568659657
2017-08-14,1101,0.024452200510080596
2017-08-15,1101,0.023879946316907093
2017-08-16,1101,0.02340064009245438
2017-08-17,1101,0.022949753717542553
2017-08-18,1101,0.022518510167983032
2017-08-21,1101,0.022111077258476046
2017-08-22,1101,0.021847132078758772
2017-08-23,1101,0.021621932986169882
2017-08-24,1101,0.02149044732391575
2017-08-25,1101,0.021419247093840174
2017-08-28,1101,0.02133129694742621
2017-08-29,1101,0.02147057605206383
2017-08-30,1101,0.021455313781401874
2017-08-31,1101,0.021657035948018974
2017-09-01,1101,0.02176970924104283
2017-09-04,1101,0.02184459411968696
2017-09-05,1101,0.02186581412221078
2017-09-06,1101,0.021873276172081912
2017-09-07,1101,0.02187238415664001
2017-09-08,1101,0.021877032009808922
2017-09-11,1101,0.021796524941800222
2017-09-12,1101,0.021674474891514136
2017-09-13,1101,0.021583569533169207
2017-09-14,1101,0.02152158322275849
2017-09-15,1101,0.021395572184767283
2017-09-18,1101,0.02106007992329522
2017-09-19,1101,0.020931702107120212
2017-09-20,1101,0.020915282595497284
2017-09-21,1101,0.020850972353722567
2017-09-22,1101,0.02076462364501474
2017-09-25,1101,0.020593018185995373
2017-09-26,1101,0.02045069420494132
2017-09-27,1101,0.020181358347044678
2017-09-28,1101,0.02000151398776117
2017-09-29,1101,0.019925492690398026
2017-09-30,1101,0.01979944912604671
2017-10-02,1101,0.019588794739224893
2017-10-03,1101,0.019335450860580347
2017-10-05,1101,0.01917784439762219
2017-10-06,1101,0.019059001948884245
2017-10-11,1101,0.018863881135119016
2017-10-12,1101,0.0185942786338953
2017-10-13,1101,0.018303358586227458
2017-10-16,1101,0.01799089722293143
2017-10-17,1101,0.0177927070669571
2017-10-18,1101,0.01730539398516767
2017-10-19,1101,0.016874710843807046
2017-10-20,1101,0.01644422759519546
2017-10-23,1101,0.015814800949927797
2017-10-24,1101,0.015073217968251555
2017-10-25,1101,0.014369575070253264
2017-10-26,1101,0.014134561147482292
2017-10-27,1101,0.014116321893693065
2017-10-30,1101,0.014141935000493112
2017-10-31,1101,0.014141935000493112
2017-11-01,1101,0.014135023651466997
2017-11-02,1101,0.014016451329282363
2017-11-03,1101,0.014010608300196
2017-11-06,1101,0.01400476038010875
2017-11-07,1101,0.01414623752197709
2017-11-08,1101,0.014282792428315864
2017-11-09,1101,0.014416167649319205
2017-11-10,1101,0.014528571021973693
2017-11-13,1101,0.014601721440045477
2017-11-14,1101,0.01463718987470074
2017-11-15,1101,0.014644885286469643
2017-11-16,1101,0.014600298146150052
2017-11-17,1101,0.014560096363297373
2017-11-20,1101,0.014484945012725384
2017-11-21,1101,0.01449282885743155
2017-11-22,1101,0.01457228741012148
2017-11-23,1101,0.014579693951783523
2017-11-24,1101,0.014535613259266573
2017-11-27,1101,0.014440449801732834
2017-11-28,1101,0.014464006950608158
2017-11-29,1101,0.014431181535839643
2017-11-30,1101,0.014490551415158457
2017-12-01,1101,0.01450825482492964
2017-12-04,1101,0.014128283215079944
2017-12-05,1101,0.013725256824111187
2017-12-06,1101,0.013457394409887708
2017-12-07,1101,0.01315348525123827
2017-12-08,1101,0.012779780328436963
2017-12-11,1101,0.012506711922912027
2017-12-12,1101,0.012286387264617596
2017-12-13,1101,0.011906379486881773
2017-12-14,1101,0.011424742320748978
2017-12-15,1101,0.011190111869385823
2017-12-18,1101,0.011126488362096097
2017-12-19,1101,0.011210286876228898
2017-12-20,1101,0.011210286876228897
2017-12-21,1101,0.011309773291250538
2017-12-22,1101,0.011810058886405265
2017-12-25,1101,0.013511218373212503
2017-12-26,1101,0.01535561187904032
2017-12-27,1101,0.016717146867230127
2017-12-28,1101,0.017941252786265894
2017-12-29,1101,0.019303975983559332
2018-01-02,1101,0.020627505658798888
2018-01-03,1101,0.022757775513914287
2018-01-04,1101,0.024504970724026996
2018-01-05,1101,0.02622838638783133
2018-01-08,1101,0.028857781268042188
2018-01-09,1101,0.031335212382304745
2018-01-10,1101,0.03376811536927981
2018-01-11,1101,0.035084096241770724
2018-01-12,1101,0.0364038376351171
2018-01-15,1101,0.03782138535919769
2018-01-16,1101,0.039309397455192505
2018-01-17,1101,0.041072618956870866
2018-01-18,1101,0.04217770850703465
2018-01-19,1101,0.04323135253365273
2018-01-22,1101,0.04416113284661522
2018-01-23,1101,0.04469949555888065
2018-01-24,1101,0.04522028221076508
2018-01-25,1101,0.045954533418480416
2018-01-26,1101,0.046941645839530935
2018-01-29,1101,0.047710671598551586
2018-01-30,1101,0.04837369361544463
2018-01-31,1101,0.04888420476816546
2018-02-01,1101,0.0495160347184512
2018-02-02,1101,0.05009534857666404
2018-02-05,1101,0.050582666490930156
2018-02-06,1101,0.050407654208717546
2018-02-07,1101,0.0503419634532421
2018-02-08,1101,0.050344541631210805
2018-02-09,1101,0.05010644926717881
2018-02-12,1101,0.049904760469886046
2018-02-21,1101,0.04999407620505835
2018-02-22,1101,0.049866430099169766
2018-02-23,1101,0.04986958207779489
2018-02-26,1101,0.04976542647452219
2018-02-27,1101,0.049705251292142004
2018-03-01,1101,0.049652878165500576
2018-03-02,1101,0.04957463728517441
2018-03-05,1101,0.049333451595259925
2018-03-06,1101,0.049095404256934115
2018-03-07,1101,0.048877100816306675
2018-03-08,1101,0.048608910601756115
2018-03-09,1101,0.04827280038926208
2018-03-12,1101,0.04801300113867515
2018-03-13,1101,0.047785595159441474
2018-03-14,1101,0.04752447035605721
2018-03-15,1101,0.047263442332243326
2018-03-16,1101,0.046991722061028474
2018-03-19,1101,0.04671815266607697
2018-03-20,1101,0.04635744904226306
2018-03-21,1101,0.04600791574689353
2018-03-22,1101,0.04568126146508814
2018-03-23,1101,0.04505668943433104
2018-03-26,1101,0.04439753903035834
2018-03-27,1101,0.04378260232373136
2018-03-28,1101,0.043137798582384125
2018-03-29,1101,0.04246420783856306
2018-03-30,1101,0.041764973987065246
2018-03-31,1101,0.041502943244038346
2018-04-02,1101,0.04108911805150337
2018-04-03,1101,0.04082377626732003
2018-04-09,1101,0.04041791410925955
2018-04-10,1101,0.04029162226282637
2018-04-11,1101,0.04037509937716058
2018-04-12,1101,0.040214974012162924
2018-04-13,1101,0.04007881775180893
2018-04-16,1101,0.039864074061919705
2018-04-17,1101,0.039086313038210016
2018-04-18,1101,0.03850095413587642
2018-04-19,1101,0.03796003069876598
2018-04-20,1101,0.03732811173934704
2018-04-23,1101,0.036866816257839524
2018-04-24,1101,0.03761941295242852
2018-04-25,1101,0.037636142853201784
2018-04-26,1101,0.03783948783401393
2018-04-27,1101,0.03771625544172396
2018-04-30,1101,0.03810859891219522
2018-05-02,1101,0.03824564180582418
2018-05-03,1101,0.03756938048743388
2018-05-04,1101,0.036890985202014226
2018-05-07,1101,0.03651038053482457
2018-05-08,1101,0.03637083887435878
2018-05-09,1101,0.03625841250552103
2018-05-10,1101,0.03645934130230242
2018-05-11,1101,0.03666191992175558
2018-05-14,1101,0.03883890277955065
2018-05-15,1101,0.04154044713701177
2018-05-16,1101,0.04674176501524183
2018-05-17,1101,0.050887085995973885
2018-05-18,1101,0.05442574147750524
2018-05-21,1101,0.05809670969280812
2018-05-22,1101,0.06105161012253855
2018-05-23,1101,0.06279501599715277
2018-05-24,1101,0.06482028917976117
2018-05-25,1101,0.06618748897447131
2018-05-28,1101,0.06761076399279849
2018-05-29,1101,0.06868218998426383
2018-05-30,1101,0.06987999252432002
2018-05-31,1101,0.07083359350656755
2018-06-01,1101,0.07181186907029248
2018-06-04,1101,0.07380033195385578
2018-06-05,1101,0.07541886769916402
2018-06-06,1101,0.0767781808288746
2018-06-07,1101,0.07795220137413547
2018-06-08,1101,0.07918403782645723
2018-06-11,1101,0.08014169101032978
2018-06-12,1101,0.08087999875603773
2018-06-13,1101,0.08198165817244468
2018-06-14,1101,0.08281645462755426
2018-06-15,1101,0.08384241395074328
2018-06-19,1101,0.08424367206713884
2018-06-20,1101,0.08490505890570083
2018-06-21,1101,0.08545987117498144
2018-06-22,1101,0.08596379933027061
2018-06-25,1101,0.08645171755062327
2018-06-26,1101,0.08657974971855906
2018-06-27,1101,0.08579403772811842
2018-06-28,1101,0.08520094993011457
2018-06-29,1101,0.08468767078344705
2018-07-02,1101,0.08365441386069875
2018-07-03,1101,0.08283348616133371
2018-07-04,1101,0.08232830793240725
2018-07-05,1101,0.08156578645746455
2018-07-06,1101,0.08086899859215288
2018-07-09,1101,0.0801468888601123
2018-07-10,1101,0.07963110589517218
2018-07-11,1101,0.07893704256028061
2018-07-12,1101,0.07823730931788085
2018-07-13,1101,0.07737816716343726
2018-07-16,1101,0.07641518645713867
2018-07-17,1101,0.07534354073397204
2018-07-18,1101,0.07423612547391063
2018-07-19,1101,0.07323467572695623
2018-07-20,1101,0.07238771319773332
2018-07-23,1101,0.07165092860650657
2018-07-24,1101,0.07149333283336165
2018-07-25,1101,0.07118732279859939
2018-07-26,1101,0.07115687818588806
2018-07-27,1101,0.07094624492639583
2018-07-30,1101,0.0707465025310529
2018-07-31,1101,0.07000488055568153
2018-08-01,1101,0.06990371717563336
2018-08-02,1101,0.06927124235236443
2018-08-03,1101,0.0682852574574073
2018-08-06,1101,0.06745584059011248
2018-08-07,1101,0.06640198788626848
2018-08-08,1101,0.0651635406487424
2018-08-09,1101,0.06380140309267887
2018-08-10,1101,0.06271175537521413
