Date,ticker,FCFP
2017-10-20,1101.0,11.27024577045465
2017-10-23,1101.0,11.292426096963153
2017-10-24,1101.0,11.358222454691418
2017-10-25,1101.0,11.362155435386551
2017-10-26,1101.0,11.366101410511297
2017-10-27,1101.0,11.351277305070974
2017-10-30,1101.0,11.336453199630652
2017-10-31,1101.0,11.30295680871338
2017-11-01,1101.0,11.251045402504118
2017-11-02,1101.0,11.236294402241311
2017-11-03,1101.0,11.190883447328288
2017-11-06,1101.0,11.176172750344888
2017-11-07,1101.0,11.259909348209217
2017-11-08,1101.0,11.214158868703624
2017-11-09,1101.0,11.199359212035331
2017-11-10,1101.0,11.166143705385647
2017-11-13,1101.0,11.120850167341555
2017-11-14,1101.0,11.097869472279626
2017-11-15,1101.0,10.739820486187224
2017-11-16,1101.0,10.838344640954688
2017-11-17,1101.0,10.706615481519894
2017-11-20,1101.0,10.828144645310873
2017-11-21,1101.0,10.759184384163081
2017-11-22,1101.0,10.628393389907643
2017-11-23,1101.0,10.668396912283958
2017-11-24,1101.0,10.624867837458464
2017-11-27,1101.0,10.643788388349195
2017-11-28,1101.0,10.867365126466037
2017-11-29,1101.0,10.74594568287058
2017-11-30,1101.0,10.83075227690942
2017-12-01,1101.0,10.756270652947094
2017-12-04,1101.0,10.647678926929176
2017-12-05,1101.0,10.620750860966172
2017-12-06,1101.0,10.645781598902367
2017-12-07,1101.0,10.58411400344925
2017-12-08,1101.0,10.591661322460102
2017-12-11,1101.0,10.467625903390124
2017-12-12,1101.0,10.503198163738583
2017-12-13,1101.0,10.414002411342846
2017-12-14,1101.0,10.387190665319208
2017-12-15,1101.0,10.394052956953084
2017-12-18,1101.0,10.33356717327193
2017-12-19,1101.0,10.202090353428027
2017-12-20,1101.0,10.14843054244566
2017-12-21,1101.0,10.121961803833837
2017-12-22,1101.0,9.920976946231796
2017-12-25,1101.0,9.622765989159817
2017-12-26,1101.0,9.529506465900324
2017-12-27,1101.0,9.557568122812393
2017-12-28,1101.0,9.532311076202129
2017-12-29,1101.0,9.444602436673879
2018-01-02,1101.0,9.391039228484548
2018-01-03,1101.0,9.167434672044402
2018-01-04,1101.0,9.17915948577736
2018-01-05,1101.0,9.13197373216518
2018-01-08,1101.0,8.892281318225029
2018-01-09,1101.0,8.842757740559103
2018-01-10,1101.0,8.78509614306856
2018-01-11,1101.0,8.985081234327787
2018-01-12,1101.0,8.934363388567872
2018-01-15,1101.0,8.853681112321079
2018-01-16,1101.0,8.769772514347046
2018-01-17,1101.0,8.653756087301893
2018-01-18,1101.0,8.781191544969577
2018-01-19,1101.0,8.7442630083949
2018-01-22,1101.0,8.732865166735243
2018-01-23,1101.0,8.837719784693899
2018-01-24,1101.0,8.813198622404625
2018-01-25,1101.0,8.71551021387541
2018-01-26,1101.0,8.557095710268953
2018-01-29,1101.0,8.586977753256685
2018-01-30,1101.0,8.575367247728984
2018-01-31,1101.0,8.60980941398751
2018-02-01,1101.0,8.527111316110151
2018-02-02,1101.0,8.502983350300735
2018-02-05,1101.0,8.499505300186621
2018-02-06,1101.0,9.024807586954022
2018-02-07,1101.0,8.776010963081223
2018-02-08,1101.0,8.66759434888567
2018-02-09,1101.0,8.924398844666332
2018-02-12,1101.0,8.812094064090287
2018-02-21,1101.0,8.490867455182407
2018-02-22,1101.0,8.62860590607098
2018-02-23,1101.0,8.521859846175364
2018-02-26,1101.0,8.565534608846914
2018-02-27,1101.0,8.438492207528794
2018-03-01,1101.0,8.413775754748416
2018-03-02,1101.0,8.409990088649595
2018-03-05,1101.0,8.525603644859467
2018-03-06,1101.0,8.45323381956722
2018-03-07,1101.0,8.449496245192945
2018-03-08,1101.0,8.424379728432308
2018-03-09,1101.0,8.34439365300246
2018-03-12,1101.0,8.195885156355997
2018-03-13,1101.0,8.107088733891619
2018-03-14,1101.0,8.082700053323947
2018-03-15,1101.0,8.034633670387747
2018-03-16,1101.0,8.010316650977472
2018-03-19,1101.0,7.997749508415999
2018-03-20,1101.0,8.01664491815801
2018-03-21,1101.0,7.992160029777447
2018-03-22,1101.0,7.92469111660269
2018-03-23,1101.0,8.018312510262373
2018-03-26,1101.0,8.082100895561815
2018-03-27,1101.0,7.937272744593727
2018-03-28,1101.0,7.944163151921239
2018-03-29,1101.0,8.01519819575516
2018-03-30,1101.0,7.982140445363972
2018-04-02,1101.0,7.974370016993307
2018-04-03,1101.0,7.9149897838264875
2018-04-09,1101.0,7.833300098900123
2018-04-10,1101.0,7.66363820367786
2018-04-11,1101.0,7.6162972346068845
2018-04-12,1101.0,7.690314931246355
2018-04-13,1101.0,7.675836332179084
2018-04-16,1101.0,7.669243936414166
2018-04-17,1101.0,7.725808868087875
2018-04-18,1101.0,7.689323379651312
2018-04-19,1101.0,7.5339748154572606
2018-04-20,1101.0,7.588521684246924
2018-04-23,1101.0,7.564171213289276
2018-04-24,1101.0,7.20685239632354
2018-04-25,1101.0,7.326640714987799
2018-04-26,1101.0,7.277536980066495
2018-04-27,1101.0,7.318345543612639
2018-04-30,1101.0,7.223519112210439
2018-05-02,1101.0,7.227673517937489
2018-05-03,1101.0,7.498917009972493
2018-05-04,1101.0,7.47177666418711
2018-05-07,1101.0,7.3193064051605585
2018-05-08,1101.0,7.254053922410822
2018-05-09,1101.0,7.2911065076399
2018-05-10,1101.0,7.207006946915139
2018-05-11,1101.0,7.185347511417667
2018-05-14,1101.0,6.873370306621548
2018-05-15,1101.0,6.782100685261534
2018-05-16,1101.0,6.394236177291598
2018-05-17,1101.0,6.393566219961928
