Date,ticker,Chg1YAstTo
2018-10-31,1101.0,1.510029544855624
2018-11-01,1101.0,1.514573411484898
2018-11-02,1101.0,1.5191092518376825
2018-11-05,1101.0,1.5236370815190456
2018-11-06,1101.0,1.5281569160919162
2018-11-07,1101.0,1.5326687710772289
2018-11-08,1101.0,1.5371726619540542
2018-11-09,1101.0,1.5416686041597556
2018-11-12,1101.0,1.5461566130901065
2018-11-13,1101.0,1.550745642568435
2018-11-14,1101.0,1.5553266237376988
2018-11-15,1101.0,1.5600975271855724
2018-11-16,1101.0,1.5648604065201166
2018-11-19,1101.0,1.5696152767369087
2018-11-20,1101.0,1.5743621527925828
2018-11-21,1101.0,1.5674071124643314
2018-11-22,1101.0,1.5604501468267697
2018-11-23,1101.0,1.5552805018901106
2018-11-26,1101.0,1.550109578481285
2018-11-27,1101.0,1.5449373788906744
2018-11-28,1101.0,1.5397639054036985
2018-11-29,1101.0,1.534589160300813
2018-11-30,1101.0,1.5294131458575295
2018-12-03,1101.0,1.5265358422829527
2018-12-04,1101.0,1.523657226724664
2018-12-05,1101.0,1.5212086925542003
2018-12-06,1101.0,1.5187592588639767
2018-12-07,1101.0,1.5163089278113668
2018-12-10,1101.0,1.5138577015489032
2018-12-11,1101.0,1.510079394083844
2018-12-12,1101.0,1.5063016246618988
2018-12-13,1101.0,1.50252439311285
2018-12-14,1101.0,1.4987476992666693
2018-12-17,1101.0,1.4949715429535066
2018-12-18,1101.0,1.4911959240036907
2018-12-19,1101.0,1.4874208422477384
2018-12-20,1101.0,1.4763573882622323
2018-12-21,1101.0,1.4652987144366252
2018-12-24,1101.0,1.4542448144812594
2018-12-25,1101.0,1.443195682119602
2018-12-26,1101.0,1.4321513110881945
2018-12-27,1101.0,1.4211116951366387
2018-12-28,1101.0,1.4100768280275453
2019-01-02,1101.0,1.399046703536503
2019-01-03,1101.0,1.3880213154520469
2019-01-04,1101.0,1.379092562326436
2019-01-07,1101.0,1.370168257460783
2019-01-08,1101.0,1.361248394736771
2019-01-09,1101.0,1.352332968048878
2019-01-10,1101.0,1.3434219713043491
2019-01-11,1101.0,1.3275771317386722
2019-01-14,1101.0,1.311744102288749
2019-01-15,1101.0,1.2959228650920505
2019-01-16,1101.0,1.2801134023238125
2019-01-17,1101.0,1.2643156961969266
2019-01-18,1101.0,1.248529728961839
2019-01-21,1101.0,1.2327554829064598
2019-01-22,1101.0,1.2269014503253528
2019-01-23,1101.0,1.2210534155087691
2019-01-24,1101.0,1.2152113689546704
2019-01-25,1101.0,1.2093753011811605
2019-01-28,1101.0,1.2035452027264268
2019-01-29,1101.0,1.1977210641486993
2019-01-30,1101.0,1.1919028760261767
2019-02-11,1101.0,1.1860906289569888
2019-02-12,1101.0,1.1530788724994645
2019-02-13,1101.0,1.1200902746371977
2019-02-14,1101.0,1.0871248009877217
2019-02-15,1101.0,1.0541824172405576
2019-02-18,1101.0,1.0212630891570385
2019-02-19,1101.0,0.988366782570119
2019-02-20,1101.0,0.9554934633841752
2019-02-21,1101.0,0.9226430975748414
2019-02-22,1101.0,0.8898156511887922
2019-02-25,1101.0,0.8570110903435797
2019-02-26,1101.0,0.8242293812274344
2019-02-27,1101.0,0.7914704900990834
2019-03-04,1101.0,0.758734383287571
2019-03-05,1101.0,0.7260210271920613
2019-03-06,1101.0,0.6933303882816677
2019-03-07,1101.0,0.6951735819214075
2019-03-08,1101.0,0.6970199119927187
2019-03-11,1101.0,0.6982387839343431
2019-03-12,1101.0,0.7191076042106808
2019-03-13,1101.0,0.7399590552434869
2019-03-14,1101.0,0.7607931634144602
2019-03-15,1101.0,0.7816099550503335
2019-03-18,1101.0,0.8024094564230317
2019-03-19,1101.0,0.8231916937498216
2019-03-20,1101.0,0.8439566931934301
2019-03-21,1101.0,0.8647044808622066
2019-03-22,1101.0,0.8854350828102575
2019-03-25,1101.0,0.9061485250375885
2019-03-26,1101.0,0.8915100014444093
2019-03-27,1101.0,0.876874181198108
2019-03-28,1101.0,0.8622410625483408
2019-03-29,1101.0,0.8476106437477586
2019-04-01,1101.0,0.8329829230520005
2019-04-02,1101.0,0.8140971329517086
2019-04-03,1101.0,0.7952233296663227
2019-04-08,1101.0,0.788144169623191
2019-04-09,1101.0,0.781075387461307
2019-04-10,1101.0,0.7740169530120848
2019-04-11,1101.0,0.7660294885487069
2019-04-12,1101.0,0.7580541723553669
2019-04-15,1101.0,0.7500909690978261
2019-04-16,1101.0,0.7421398435813504
2019-04-17,1101.0,0.7342007607500189
2019-04-18,1101.0,0.72701581053858
2019-04-19,1101.0,0.7198417603366654
2019-04-22,1101.0,0.7126785801827964
2019-04-23,1101.0,0.6964897458577735
2019-04-24,1101.0,0.6803207668209126
2019-04-25,1101.0,0.6641715905908825
2019-04-26,1101.0,0.6480421648821348
2019-04-29,1101.0,0.6316982478468827
2019-04-30,1101.0,0.6153736499012403
2019-05-02,1101.0,0.5990683195464648
2019-05-03,1101.0,0.5827822054758034
2019-05-06,1101.0,0.5638268427069644
2019-05-07,1101.0,0.5448910423548217
2019-05-08,1101.0,0.5259747535711998
2019-05-09,1101.0,0.5070779256963949
2019-05-10,1101.0,0.488200508258295
2019-05-13,1101.0,0.4703519974491108
2019-05-14,1101.0,0.4525209178373508
2019-05-15,1101.0,0.43470722474867074
2019-05-16,1101.0,0.414487935630401
2019-05-17,1101.0,0.39429649399112776
2019-05-20,1101.0,0.3741328044632617
2019-05-21,1101.0,0.35399677213620073
2019-05-22,1101.0,0.3338883025535946
2019-05-23,1101.0,0.3101809508754787
2019-05-24,1101.0,0.28650532387794847
2019-05-27,1101.0,0.2628613139179343
2019-05-28,1101.0,0.24173259899426824
2019-05-29,1101.0,0.22063238455674927
2019-05-30,1101.0,0.1995605918719381
2019-05-31,1101.0,0.17851714252794082
2019-06-03,1101.0,0.15750195843271264
2019-06-04,1101.0,0.1369459555408632
2019-06-05,1101.0,0.11641785551914907
2019-06-06,1101.0,0.0959175813744082
2019-06-10,1101.0,0.0763829187525289
2019-06-11,1101.0,0.053548372466170946
2019-06-12,1101.0,0.030749844041775276
2019-06-13,1101.0,0.007987232752578066
2019-06-14,1101.0,-0.014739561723962069
2019-06-17,1101.0,-0.03743063930821755
2019-06-18,1101.0,-0.060086099520493264
2019-06-19,1101.0,-0.08270604148306937
2019-06-20,1101.0,-0.10529056392224412
2019-06-21,1101.0,-0.12783976517036955
2019-06-24,1101.0,-0.15035374316786765
2019-06-25,1101.0,-0.16741766276291337
2019-06-26,1101.0,-0.18445376264859448
2019-06-27,1101.0,-0.20146212140087805
2019-06-28,1101.0,-0.21844281728126802
2019-07-01,1101.0,-0.23539592823841637
2019-07-02,1101.0,-0.2523215319097236
2019-07-03,1101.0,-0.26921970562291087
2019-07-04,1101.0,-0.2884307535902977
2019-07-05,1101.0,-0.30761289244296997
2019-07-08,1101.0,-0.32676620029750225
2019-07-09,1101.0,-0.3458907549646675
2019-07-10,1101.0,-0.3649866339509913
2019-07-11,1101.0,-0.38210096316106323
2019-07-12,1101.0,-0.3991907755005446
2019-07-15,1101.0,-0.4162561352669716
2019-07-16,1101.0,-0.4332971065100679
2019-07-17,1101.0,-0.45031375303299725
2019-07-18,1101.0,-0.46730613839357993
2019-07-19,1101.0,-0.484274325905524
2019-07-22,1101.0,-0.5012183786396491
2019-07-23,1101.0,-0.5198871805747363
2019-07-24,1101.0,-0.5385296913603206
2019-07-25,1101.0,-0.5571459789733524
2019-07-26,1101.0,-0.5757361111316825
2019-07-29,1101.0,-0.5943001552953397
2019-07-30,1101.0,-0.6128381786678077
2019-07-31,1101.0,-0.6313502481973021
2019-08-01,1101.0,-0.6491841606561337
2019-08-02,1101.0,-0.6669927043742181
2019-08-05,1101.0,-0.684775945071884
2019-08-06,1101.0,-0.7025339482198323
2019-08-07,1101.0,-0.7202667790403758
2019-08-08,1101.0,-0.7379745025086617
2019-08-12,1101.0,-0.7556571833538719
2019-08-13,1101.0,-0.774114268694337
2019-08-14,1101.0,-0.7925448370895669
2019-08-15,1101.0,-0.8116898105085113
2019-08-16,1101.0,-0.8308048596619138
2019-08-19,1101.0,-0.8498900702234842
2019-08-20,1101.0,-0.8689455275101992
2019-08-21,1101.0,-0.8879713164842347
2019-08-22,1101.0,-0.9069675217548454
2019-08-23,1101.0,-0.9259342275802744
2019-08-26,1101.0,-0.9428100069172674
2019-08-27,1101.0,-0.9596592530547747
2019-08-28,1101.0,-0.9704494591499913
2019-08-29,1101.0,-0.981223415543214
2019-08-30,1101.0,-0.9919811589225018
2019-09-02,1101.0,-1.0027227258655245
2019-09-03,1101.0,-1.0134481528399801
2019-09-04,1101.0,-1.0281294293218526
2019-09-05,1101.0,-1.0427888141356645
2019-09-06,1101.0,-1.0577642887971113
2019-09-09,1101.0,-1.0727180483718772
2019-09-10,1101.0,-1.0876501401443868
2019-09-11,1101.0,-1.1028873258235619
2019-09-12,1101.0,-1.1181024446284962
2019-09-16,1101.0,-1.1332955445488855
2019-09-17,1101.0,-1.1484666734351237
2019-09-18,1101.0,-1.1636158789988036
2019-09-19,1101.0,-1.1787432088132244
2019-09-20,1101.0,-1.1938487103138842
2019-09-23,1101.0,-1.2089324307989964
2019-09-24,1101.0,-1.2239944174299735
2019-09-25,1101.0,-1.237239045691803
2019-09-26,1101.0,-1.2504646059462399
2019-09-27,1101.0,-1.2636711394155995
2019-10-01,1101.0,-1.2768586872032426
2019-10-02,1101.0,-1.2900272902940157
2019-10-03,1101.0,-1.3031769895546708
2019-10-04,1101.0,-1.3163078257342926
2019-10-07,1101.0,-1.3294198394647267
2019-10-08,1101.0,-1.338468079581241
2019-10-09,1101.0,-1.3475031178459114
2019-10-14,1101.0,-1.3565249831691295
2019-10-15,1101.0,-1.3622966787943325
2019-10-16,1101.0,-1.368060073187773
2019-10-17,1101.0,-1.3738151842759008
2019-10-18,1101.0,-1.3795620299335054
2019-10-21,1101.0,-1.3853006279838986
2019-10-22,1101.0,-1.3910309961990999
2019-10-23,1101.0,-1.3967531523000156
2019-10-24,1101.0,-1.4024671139566323
2019-10-25,1101.0,-1.4081728987881998
2019-10-28,1101.0,-1.4138705243634027
2019-10-29,1101.0,-1.4281573643053074
2019-10-30,1101.0,-1.442423949110447
2019-10-31,1101.0,-1.4566703218987618
2019-11-01,1101.0,-1.4708965256676692
2019-11-04,1101.0,-1.4851026032925043
2019-11-05,1101.0,-1.4992885975269514
2019-11-06,1101.0,-1.5123258209389832
2019-11-07,1101.0,-1.5253445720660714
2019-11-08,1101.0,-1.538344890207143
2019-11-11,1101.0,-1.5513268145495394
2019-11-12,1101.0,-1.5629266709631224
2019-11-13,1101.0,-1.5745102100290458
2019-11-14,1101.0,-1.5860774662127364
2019-11-15,1101.0,-1.5963392708024093
2019-11-18,1101.0,-1.6065882658756943
2019-11-19,1101.0,-1.6168244755907564
2019-11-20,1101.0,-1.6270479240445983
2019-11-21,1101.0,-1.6372586352732466
2019-11-22,1101.0,-1.6474566332519602
2019-11-25,1101.0,-1.6576419418954087
2019-11-26,1101.0,-1.6678145850578767
2019-11-27,1101.0,-1.677974586533443
2019-11-28,1101.0,-1.6883203984601067
2019-11-29,1101.0,-1.6986533704891178
2019-12-02,1101.0,-1.7093040068246328
2019-12-03,1101.0,-1.719941533516499
2019-12-04,1101.0,-1.730565974833878
2019-12-05,1101.0,-1.7411773549858767
2019-12-06,1101.0,-1.7461523943442465
2019-12-09,1101.0,-1.7511216721720952
2019-12-10,1101.0,-1.7570272292793163
2019-12-11,1101.0,-1.760988876297895
2019-12-12,1101.0,-1.7649460643444899
2019-12-13,1101.0,-1.7688988009479862
2019-12-16,1101.0,-1.7728470936203076
2019-12-17,1101.0,-1.776790949856471
2019-12-18,1101.0,-1.7807303771346437
2019-12-19,1101.0,-1.7846653829161792
2019-12-20,1101.0,-1.788595974645677
2019-12-23,1101.0,-1.7925221597510168
2019-12-24,1101.0,-1.796443945643409
2019-12-25,1101.0,-1.8003613397174458
2019-12-26,1101.0,-1.801858586048935
2019-12-27,1101.0,-1.8033541249422207
2019-12-30,1101.0,-1.8048479593161044
2019-12-31,1101.0,-1.8063400920827437
2020-01-02,1101.0,-1.807830526147658
2020-01-03,1101.0,-1.809319264409761
2020-01-06,1101.0,-1.810806309761376
2020-01-07,1101.0,-1.8088060315573484
2020-01-08,1101.0,-1.8068078078531915
2020-01-09,1101.0,-1.8048116355001014
2020-01-10,1101.0,-1.8028175113556753
2020-01-13,1101.0,-1.8146426715500548
2020-01-14,1101.0,-1.8264542381839757
2020-01-15,1101.0,-1.8382522346586825
2020-01-16,1101.0,-1.85003668432178
2020-01-17,1101.0,-1.8618076104674008
2020-01-20,1101.0,-1.873565036336351
2020-01-30,1101.0,-1.8853089851162723
2020-01-31,1101.0,-1.8970394799417791
2020-02-03,1101.0,-1.9087565438946195
2020-02-04,1101.0,-1.9204602000038253
2020-02-05,1101.0,-1.9195154574648985
2020-02-06,1101.0,-1.9185711554384337
2020-02-07,1101.0,-1.9176272941751558
2020-02-10,1101.0,-1.9166838739231213
2020-02-11,1101.0,-1.9228145307873241
2020-02-12,1101.0,-1.9289376875742983
2020-02-13,1101.0,-1.9350533578906655
2020-02-14,1101.0,-1.9458756110099555
2020-02-17,1101.0,-1.9566854008816188
2020-02-18,1101.0,-1.9674827489778437
2020-02-19,1101.0,-1.9782676767216163
2020-02-20,1101.0,-1.9890402054868552
2020-02-21,1101.0,-1.999800356598569
2020-02-24,1101.0,-2.010548151332971
2020-02-25,1101.0,-2.021283610917636
2020-02-26,1101.0,-2.0051399891562802
2020-02-27,1101.0,-1.989013184889047
2020-03-02,1101.0,-1.9729031718776957
2020-03-03,1101.0,-1.9568099239384615
2020-03-04,1101.0,-1.9407334149419437
2020-03-05,1101.0,-1.924673618812947
2020-03-06,1101.0,-1.9086305095303375
2020-03-09,1101.0,-1.8926040611269253
2020-03-10,1101.0,-1.876594247689301
2020-03-11,1101.0,-1.8480939710939683
2020-03-12,1101.0,-1.8196241636023496
2020-03-13,1101.0,-1.7911847763496134
2020-03-16,1101.0,-1.7627757605754413
2020-03-17,1101.0,-1.7343970676237292
2020-03-18,1101.0,-1.7060486489423123
2020-03-19,1101.0,-1.6940579835165286
2020-03-20,1101.0,-1.682080373179839
2020-03-23,1101.0,-1.6701157966100366
2020-03-24,1101.0,-1.6939265259047076
2020-03-25,1101.0,-1.7177118725080982
2020-03-26,1101.0,-1.7414718770124331
2020-03-27,1101.0,-1.765206579923368
2020-03-30,1101.0,-1.788916021660226
2020-03-31,1101.0,-1.8126002425562326
2020-04-01,1101.0,-1.8369629164484813
2020-04-06,1101.0,-1.8612979855770178
2020-04-07,1101.0,-1.885605497377008
2020-04-08,1101.0,-1.9098854991736989
2020-04-09,1101.0,-1.9174731510637653
2020-04-10,1101.0,-1.9250507451245795
2020-04-13,1101.0,-1.9305644405711746
2020-04-14,1101.0,-1.9360707778015147
2020-04-15,1101.0,-1.9415697714396583
2020-04-16,1101.0,-1.9400687127971334
2020-04-17,1101.0,-1.9385759823922726
2020-04-20,1101.0,-1.9370915512871756
2020-04-21,1101.0,-1.9356153906631128
2020-04-22,1101.0,-1.934147471819914
2020-04-23,1101.0,-1.9309754835901147
2020-04-24,1101.0,-1.9278139358688193
2020-04-27,1101.0,-1.924662794482745
2020-04-28,1101.0,-1.9215220253969596
2020-04-29,1101.0,-1.9183915947142118
2020-04-30,1101.0,-1.9156350807231508
2020-05-04,1101.0,-1.9128876653272044
2020-05-05,1101.0,-1.9101493197898378
2020-05-06,1101.0,-1.903190602432164
2020-05-07,1101.0,-1.896248865487384
2020-05-08,1101.0,-1.8893240580575714
2020-05-11,1101.0,-1.8824161294392328
2020-05-12,1101.0,-1.8753363319118979
2020-05-13,1101.0,-1.8682734085632449
2020-05-14,1101.0,-1.861227309194044
2020-05-15,1101.0,-1.8541979837959115
2020-05-18,1101.0,-1.8465633817073996
2020-05-19,1101.0,-1.838946129014153
2020-05-20,1101.0,-1.8313461755825058
2020-05-21,1101.0,-1.8237634714669193
2020-05-22,1101.0,-1.8161979669091002
2020-05-25,1101.0,-1.8105024948443944
2020-05-26,1101.0,-1.8048219665462808
2020-05-27,1101.0,-1.799156338190623
2020-05-28,1101.0,-1.789471077570436
2020-05-29,1101.0,-1.7798122802299297
2020-06-01,1101.0,-1.7701798512234195
2020-06-02,1101.0,-1.7605736960620906
2020-06-03,1101.0,-1.7509937207112563
2020-06-04,1101.0,-1.7397600981064159
2020-06-05,1101.0,-1.7285564939304026
