Date,ticker,Adj_Close,Log_Return,Annualized_Vol
2019-10-31,1216,61.96,0.005340250574516127,0.1335493356904809
2019-11-30,1216,59.74,-0.03648720276070411,0.13351424069585807
2019-12-31,1216,61.14,0.023164503674724703,0.13120731060055216
2020-01-31,1216,59.82,-0.021826263260886512,0.1296520725195962
2020-02-29,1216,60.31,0.008157874261093436,0.12288927854012752
2020-03-31,1216,54.05,-0.10958838337767823,0.16463362289122857
2020-04-30,1216,57.26,0.05769275558475164,0.17343784078413596
2020-05-31,1216,59.98,0.046408873650894036,0.14768480122762828
2020-06-30,1216,58.75,-0.020720020296594675,0.14814672986380129
2020-07-31,1216,58.91,0.002719702509327508,0.14633002398670264
2020-08-31,1216,56.89,-0.03489127677103986,0.14882361700252356
2020-09-30,1216,53.38,-0.06368343478617786,0.1601278039815002
2020-10-31,1216,52.36,-0.019293202934679007,0.16119746589576972
2020-11-30,1216,55.52,0.05860037515684987,0.1675926937979119
2020-12-31,1216,57.65,0.03764693051651896,0.17019990646666033
2021-01-31,1216,58.08,0.007431123801472685,0.1689581131354136
2021-02-28,1216,57.4,-0.011777067191019895,0.16917148812208635
2021-03-31,1216,62.35,0.08271936880052473,0.15314004243458157
2021-04-30,1216,64.15,0.02846041893560014,0.1446838415162295
2021-05-31,1216,62.86,-0.020314059692224044,0.13853624602799086
2021-06-30,1216,62.52,-0.005423525816145567,0.13708532691252961
2021-07-31,1216,62.52,0.0,0.13705834550648813
2021-08-31,1216,61.75,-0.012392530045189348,0.13312086117203228
2021-09-30,1216,60.65,-0.017974340118027454,0.11827366873356322
2021-10-31,1216,59.14,-0.025212120965727957,0.11938209279372032
2021-11-30,1216,58.07,-0.01825833504037269,0.10560041150360827
2021-12-31,1216,60.91,0.04774818546443459,0.10960859796367178
2022-01-31,1216,60.03,-0.014552927584641403,0.11032049151401038
2022-02-28,1216,59.58,-0.007524489978615537,0.10994784893625399
2022-03-31,1216,58.25,-0.022575854839326247,0.07586636100854206
2022-04-30,1216,60.74,0.04185836717179286,0.08184028463401867
2022-05-31,1216,59.85,-0.01476102761362053,0.08064154700902021
2022-06-30,1216,59.49,-0.006033200804167809,0.08068484358089215
2022-07-31,1216,62.51,0.04951831274390666,0.09466840698288093
2022-08-31,1216,61.01,-0.024288758779959962,0.09694573885853128
2022-09-30,1216,62.21,0.01947797336316748,0.09723574870634911
2022-10-31,1216,60.55,-0.027046288527827207,0.09772738360369752
2022-11-30,1216,61.1,0.009042396178448524,0.0964315282271611
2022-12-31,1216,61.56,0.007500442793128891,0.08411543891089629
2023-01-31,1216,62.21,0.010503449556249864,0.08351013001109263
2023-02-28,1216,62.4,0.003049516848453531,0.08322633848752636
2023-03-31,1216,66.46,0.06303498755106623,0.10193313421982597
2023-04-30,1216,68.03,0.023348521430521234,0.09583002871010704
2023-05-31,1216,68.68,0.009509251672305437,0.09516266249815164
2023-06-30,1216,70.53,0.026580115190812947,0.09862066388617849
2023-07-31,1216,69.61,-0.013129916039512713,0.08629233305196873
2023-08-31,1216,68.17,-0.020903649805881136,0.0854013203392531
2023-09-30,1216,67.59,-0.008544542262431152,0.08358829626105521
2023-10-31,1216,65.47,-0.031868020659262815,0.08527058279051845
2023-11-30,1216,70.39,0.07245918516704018,0.11153313801672601
2023-12-31,1216,71.84,0.020390216373903994,0.11313330702114067
2024-01-31,1216,69.81,-0.02866415801163416,0.11623448997382371
2024-02-29,1216,73.96,0.05774714053661386,0.1297531862677035
2024-03-31,1216,74.73,0.010357211423274839,0.11388481689639182
2024-04-30,1216,73.76,-0.013065038693860304,0.11222875434845231
2024-05-31,1216,77.14,0.0448053735317432,0.12046737704688787
2024-06-30,1216,78.39,0.016074415420549153,0.11859288865742561
2024-07-31,1216,80.9,0.03151745586381518,0.12200503501509857
2024-08-31,1216,82.6,0.020795856462486304,0.12198661254349531
2024-09-30,1216,87.2,0.05419465038800169,0.13320955133938447
2024-10-31,1216,86.6,-0.0069045153465445985,0.12952561970309803
2017-10-31,1301,66.59,0.001051761797804157,0.0958843199502683
2017-11-30,1301,65.65,-0.014216815373725725,0.0750682109671039
2017-12-31,1301,71.52,0.08563953011645328,0.11249209328071139
2018-01-31,1301,74.99,0.047377640448039327,0.12154995034062724
2018-02-28,1301,74.99,0.0,0.11869031032077439
2018-03-31,1301,75.36,0.00492185895480974,0.11654510351974684
2018-04-30,1301,75.72,0.004765696073014425,0.11662092142633883
2018-05-31,1301,77.89,0.028255248590734985,0.11947986609676901
2018-06-30,1301,81.52,0.04555081398261209,0.12354820164503769
2018-07-31,1301,85.89,0.05221901886366409,0.13121771010021266
2018-08-31,1301,85.89,0.0,0.12625149881311898
2018-09-30,1301,89.32,0.03915801919382366,0.13023955871985377
2018-10-31,1301,77.11,-0.14699245312708775,0.19638741744058352
2018-11-30,1301,76.34,-0.010035926527785568,0.19612908940512244
2018-12-31,1301,77.11,0.010035926527785434,0.17672920079485085
2019-01-31,1301,77.87,0.009807795744025566,0.1705425532133243
2019-02-28,1301,78.25,0.004868059831367828,0.17061201734649678
2019-03-31,1301,83.6,0.06613469067039332,0.18291537135391026
2019-04-30,1301,85.51,0.022589808077208094,0.18424337341528363
2019-05-31,1301,84.36,-0.01353997255729014,0.1825666794115826
2019-06-30,1301,87.41,0.035516336981822626,0.18032505641063704
2019-07-31,1301,80.8,-0.07863272706534681,0.1896665648029432
2019-08-31,1301,75.66,-0.06572734632216656,0.2007323836821131
2019-09-30,1301,75.98,0.004220528554596528,0.19692118284430288
2019-10-31,1301,78.63,0.03428315824394498,0.13544927432681086
2019-11-30,1301,78.15,-0.006123249135938936,0.1352156805787307
2019-12-31,1301,80.24,0.02639208678619442,0.1374012470759572
2020-01-31,1301,75.09,-0.06633474954188744,0.1522603324489233
2020-02-29,1301,73.16,-0.026038570589127723,0.15439403482408204
2020-03-31,1301,60.38,-0.19199089924397206,0.2373272552230364
2020-04-30,1301,70.67,0.15736323042407022,0.283861080340779
2020-05-31,1301,66.73,-0.05736652778724772,0.2892830803654909
2020-06-30,1301,70.43,0.05396468184180381,0.2921223669619083
2020-07-31,1301,66.45,-0.058169523598064675,0.2872909065552202
2020-08-31,1301,66.2,-0.003769322216291865,0.27969660120340484
2020-09-30,1301,66.54,0.00512280764736811,0.2797116712288715
2020-10-31,1301,66.96,0.006292155590889052,0.2776740450680417
2020-11-30,1301,72.12,0.07423597215389685,0.2873610284748129
2020-12-31,1301,81.6,0.12349786363494471,0.31165933447206035
2021-01-31,1301,73.65,-0.10250511906142191,0.32130754924305616
2021-02-28,1301,82.53,0.1138377206959535,0.3398816863196719
2021-03-31,1301,85.5,0.03535451233812165,0.2826817943300581
2021-04-30,1301,89.73,0.048288785367251834,0.23974490056809708
2021-05-31,1301,87.61,-0.02391001463169398,0.2340051017344056
2021-06-30,1301,87.19,-0.0048055012385488415,0.22774831194455886
2021-07-31,1301,86.52,-0.007714044354865665,0.22032954091151538
2021-08-31,1301,88.86,0.026686496422904386,0.2219077914351783
2021-09-30,1301,98.39,0.10187707536991177,0.24412243491201976
2021-10-31,1301,93.19,-0.05429875308011001,0.25000905301898196
2021-11-30,1301,88.86,-0.0475783222898017,0.24342810803546544
2021-12-31,1301,90.16,0.014523772223758445,0.21027710626442064
2022-01-31,1301,91.03,0.009603252785676595,0.1838515282754206
2022-02-28,1301,91.03,0.0,0.14436882556825711
2022-03-31,1301,92.33,0.014179993267338976,0.1406893331505741
2022-04-30,1301,91.46,-0.009467397554627423,0.1324813695829194
2022-05-31,1301,91.03,-0.0047125957127116536,0.13039107732214553
2022-06-30,1301,94.06,0.032743753999704556,0.13435361412730662
2022-07-31,1301,86.34,-0.0856398863895705,0.15914011841637832
2022-08-31,1301,85.5,-0.00977661418461699,0.15719093607191248
2022-09-30,1301,81.27,-0.05073943117760112,0.13001746718600513
2022-10-31,1301,77.99,-0.04119633142270672,0.12511324833964887
2022-11-30,1301,84.65,0.08194449523673787,0.14179043852739212
2022-12-31,1301,81.46,-0.03841300635887796,0.14618189886476965
2023-01-31,1301,83.81,0.02844022989054831,0.1486128250450525
2023-02-28,1301,85.31,0.017739348809788474,0.1496678197344597
2023-03-31,1301,86.15,0.009798282053335208,0.14931641030443257
2023-04-30,1301,88.12,0.022609558960203682,0.15072143485954217
2023-05-31,1301,88.31,0.002153829546568559,0.1506631386553573
2023-06-30,1301,84.28,-0.04670876254472261,0.15430144659707354
2023-07-31,1301,81.82,-0.029622876434735917,0.13172798142155914
2023-08-31,1301,78.18,-0.04550785213644355,0.13902389546605354
2023-09-30,1301,78.47,0.0037025257745730007,0.12948691953800212
2023-10-31,1301,75.72,-0.035674059798259786,0.12783725259579604
2023-11-30,1301,79.46,0.048211424045330645,0.1093243077275877
2023-12-31,1301,77.88,-0.020084569882453922,0.10430548954850012
2024-01-31,1301,70.9,-0.09389874696591705,0.1374327586694466
2024-02-29,1301,70.51,-0.005515889807132613,0.13639466155118912
2024-03-31,1301,67.76,-0.039782493387150286,0.14173970561760518
2024-04-30,1301,67.36,-0.00592068040972779,0.14005001409748086
2024-05-31,1301,64.22,-0.04773668127270337,0.1479464707450657
2024-06-30,1301,56.54,-0.12736633639592365,0.18954849868669726
2024-07-31,1301,57.9,0.02376903231350531,0.18872224416648323
2024-08-31,1301,51.6,-0.11519571209143245,0.2163681421129587
2024-09-30,1301,53.5,0.036159981414443876,0.21933765860014792
2024-10-31,1301,49.6,-0.07569082017107905,0.22927160791488305
2017-10-31,1303,52.95,-0.008088071928962586,0.12003186910422718
2017-11-30,1303,53.81,0.016111251453912862,0.11925428151122801
2017-12-31,1303,55.44,0.029842031380319534,0.10778904185500009
2018-01-31,1303,57.01,0.027925336161842687,0.10666488275702374
2018-02-28,1303,57.37,0.006294827570289262,0.10583421916222037
2018-03-31,1303,58.08,0.012299851902760986,0.09996884453448159
2018-04-30,1303,58.08,0.0,0.09934635671848992
2018-05-31,1303,59.57,0.025330721124055426,0.10137741482655223
2018-06-30,1303,62.06,0.04094956737963817,0.09555586306362272
2018-07-31,1303,64.17,0.03343415274218971,0.07667391495835225
2018-08-31,1303,64.54,0.0057493748613918535,0.076845706825692
2018-09-30,1303,64.09,-0.0069968411076803405,0.0755290536560594
2018-10-31,1303,58.12,-0.09777850681405338,0.12328770187426524
2018-11-30,1303,56.16,-0.03430507898452649,0.12695323333480366
2018-12-31,1303,57.06,0.015898586067798422,0.12441600241211867
2019-01-31,1303,57.67,0.010633761841967324,0.12170700122578026
2019-02-28,1303,58.12,0.007772731074760805,0.1217923833480278
2019-03-31,1303,59.63,0.025648964432932363,0.1238546230919336
2019-04-30,1303,59.03,-0.010113013882416585,0.12426681258900496
2019-05-31,1303,59.33,0.005069291017953815,0.121763266175768
2019-06-30,1303,59.41,0.0013474820970980586,0.11467886304464917
2019-07-31,1303,57.56,-0.03163468034848286,0.11416721096871911
2019-08-31,1303,55.55,-0.035544365933528124,0.11943407679006761
2019-09-30,1303,56.27,0.012878017359548702,0.11992241760539386
2019-10-31,1303,58.13,0.032520348268071646,0.07667022173577735
2019-11-30,1303,57.73,-0.006904912640417098,0.0689141659998179
2019-12-31,1303,58.78,0.018024691917929117,0.06943548628209874
2020-01-31,1303,56.27,-0.043640127545583635,0.08131832878579497
2020-02-29,1303,54.98,-0.02319205070808804,0.08420288869273204
2020-03-31,1303,44.16,-0.21915008076825981,0.233364553838953
2020-04-30,1303,53.45,0.19092723550221458,0.3013468951145602
2020-05-31,1303,50.78,-0.05124406119452183,0.30563083498146737
2020-06-30,1303,52.15,0.02662160517024913,0.306785106296423
2020-07-31,1303,51.0,-0.02229854872245568,0.30596335355673665
2020-08-31,1303,51.34,0.006644542718668732,0.30396434283976187
2020-09-30,1303,49.67,-0.03306904632373527,0.30548656306236577
2020-10-31,1303,49.0,-0.013580831008632568,0.3040541171092165
2020-11-30,1303,53.59,0.08954218539613239,0.31688962002250676
2020-12-31,1303,60.02,0.1133153565054621,0.33605730430870323
2021-01-31,1303,54.76,-0.09171783959197304,0.3456041277914031
2021-02-28,1303,60.69,0.1028189394275157,0.3598278424961152
2021-03-31,1303,66.61,0.09307577657732427,0.300187305727851
2021-04-30,1303,73.63,0.10019783495553727,0.2523862424804595
2021-05-31,1303,70.45,-0.044149313035936194,0.25104187584393656
2021-06-30,1303,69.45,-0.014296169144336412,0.250035385530939
2021-07-31,1303,74.71,0.07300688278735704,0.25951969805162084
2021-08-31,1303,76.94,0.029411945336439323,0.2610965075548464
2021-09-30,1303,78.57,0.020964049863581205,0.25984094330813096
2021-10-31,1303,73.08,-0.07243521567792423,0.2694062681503192
2021-11-30,1303,70.84,-0.0311309185951731,0.25599036787689033
2021-12-31,1303,73.33,0.034545989191075356,0.23212954097868624
2022-01-31,1303,74.19,0.011659568095726476,0.21356007872197358
2022-02-28,1303,75.31,0.01498355791182579,0.1877782733077324
2022-03-31,1303,80.03,0.060788636265694404,0.17404837844692594
2022-04-30,1303,74.45,-0.07227380524893673,0.15961433154760418
2022-05-31,1303,73.25,-0.016249511232841386,0.15424532281125952
2022-06-30,1303,71.27,-0.027402766383397358,0.15600689331695966
2022-07-31,1303,63.72,-0.11197699647193157,0.17761473353006874
2022-08-31,1303,65.05,0.020657719916666557,0.1763765075928171
2022-09-30,1303,63.34,-0.026639163848020467,0.1771406957603984
2022-10-31,1303,64.67,0.020780374348007672,0.16298401633968274
2022-11-30,1303,72.81,0.11855589294811833,0.1991234673321062
2022-12-31,1303,67.22,-0.07988248610966014,0.2117497141916147
2023-01-31,1303,71.39,0.06018698121740968,0.21982827079362757
2023-02-28,1303,71.58,0.0026579018235106376,0.2193331394808428
2023-03-31,1303,73.38,0.024835713589256195,0.2121993884179865
2023-04-30,1303,73.85,0.006384590050252848,0.199614229227067
2023-05-31,1303,73.57,-0.003798675033215784,0.19898799920250917
2023-06-30,1303,71.46,-0.029099481348909342,0.19922874299641172
2023-07-31,1303,69.0,-0.03503134799800428,0.16846495077496854
2023-08-31,1303,65.15,-0.05741420102640519,0.17677694625419232
2023-09-30,1303,65.65,0.007645297177951106,0.17492539622757783
2023-10-31,1303,61.01,-0.07329981558504428,0.18852037887754539
2023-11-30,1303,67.13,0.09559325278689898,0.17499286693401975
2023-12-31,1303,65.55,-0.023817827740951328,0.15750739921992596
2024-01-31,1303,60.03,-0.08796877294595704,0.17007237610669654
2024-02-29,1303,58.85,-0.019852603557466056,0.17120652598684474
2024-03-31,1303,55.2,-0.0640288804232361,0.1810926817937424
2024-04-30,1303,55.89,0.01242251999855711,0.18140594095082554
2024-05-31,1303,52.44,-0.06371581438610774,0.19223264676722152
2024-06-30,1303,48.59,-0.0762519104776873,0.2047460976913921
2024-07-31,1303,50.0,0.028605257010334312,0.20374501197801895
2024-08-31,1303,45.3,-0.09871597293915782,0.21899881903733442
2024-09-30,1303,46.0,0.015334364000106742,0.21940185707987006
2024-10-31,1303,43.45,-0.05703054477769391,0.21451525578134248
2017-10-31,1326,68.03,-0.0054240402715354805,0.10718590706922465
2017-11-30,1326,67.58,-0.006636703070825512,0.08769029076880812
2017-12-31,1326,76.5,0.12397865954634632,0.1473463515708462
2018-01-31,1326,80.95,0.056540939291153995,0.15773699241479597
2018-02-28,1326,80.58,-0.004581200360442976,0.1577495199242534
2018-03-31,1326,80.58,0.0,0.15501292900488695
2018-04-30,1326,81.32,0.009141508996944592,0.1543537117962085
2018-05-31,1326,85.41,0.04907120119791002,0.16114305354856545
2018-06-30,1326,90.24,0.055009597791692864,0.16425803991388427
2018-07-31,1326,94.71,0.048346803488261175,0.17082110455995525
2018-08-31,1326,96.68,0.020586964597272335,0.16684799357523428
2018-09-30,1326,100.61,0.039845100468677,0.16890385918997392
2018-10-31,1326,88.03,-0.13357399083114452,0.21526984104364916
2018-11-30,1326,83.71,-0.050319220800849884,0.22097303595079726
2018-12-31,1326,82.53,-0.014196581067372042,0.1834663934032769
2019-01-31,1326,83.71,0.01419658106737204,0.17511305664193766
2019-02-28,1326,82.92,-0.009482157104386085,0.1753097444898378
2019-03-31,1326,88.03,0.059801377905235854,0.18522880799826208
2019-04-30,1326,87.25,-0.008900104390278257,0.1852170510073888
2019-05-31,1326,84.5,-0.032026026719408435,0.18144707102706334
2019-06-30,1326,85.8,0.01526747213078838,0.17358018158868468
2019-07-31,1326,79.13,-0.08092693687281464,0.18531550163017863
2019-08-31,1326,73.38,-0.07544065069396605,0.19902086275123115
2019-09-30,1326,72.22,-0.015934403077824264,0.19564145005681183
2019-10-31,1326,73.8,0.021641715757115165,0.1445749971975967
2019-11-30,1326,72.72,-0.014742281737203431,0.1363350310943577
2019-12-31,1326,72.88,0.00219780308247944,0.13561168138433494
2020-01-31,1326,70.72,-0.030085834622314848,0.13818155686923342
2020-02-29,1326,68.47,-0.03233272519641645,0.14159673892459498
2020-03-31,1326,55.81,-0.2044426283326293,0.2413922533021072
2020-04-30,1326,63.22,0.12466764198712939,0.27153826443936385
2020-05-31,1326,59.97,-0.05277626960705328,0.274759344337815
2020-06-30,1326,63.06,0.05024221693649638,0.2788976191335731
2020-07-31,1326,59.11,-0.06468653928063663,0.2746253105794591
2020-08-31,1326,59.46,0.005903702733673634,0.2641261500489927
2020-09-30,1326,59.37,-0.0015147692873676028,0.26364941203092096
2020-10-31,1326,60.34,0.016206185448331054,0.26325897715011404
2020-11-30,1326,67.53,0.11257670985583558,0.28593962611234947
2020-12-31,1326,74.28,0.0952697928977544,0.30138509067580277
2021-01-31,1326,67.88,-0.09010029611847951,0.3131227854969649
2021-02-28,1326,75.42,0.10533105146418552,0.32877819891425614
2021-03-31,1326,76.82,0.018392531087547553,0.2581406612712437
2021-04-30,1326,79.72,0.037055472426835226,0.22905826350450637
2021-05-31,1326,75.07,-0.060099483759683,0.23085558558164426
2021-06-30,1326,74.28,-0.010579275100405829,0.22557025977109654
2021-07-31,1326,74.32,0.0005383580210779064,0.2160969309325181
2021-08-31,1326,76.04,0.02287942311464557,0.21722453327040406
2021-09-30,1326,75.86,-0.0023699813594756257,0.21723218025926824
2021-10-31,1326,72.78,-0.0414483440767391,0.22055644384173695
2021-11-30,1326,70.61,-0.030269414655758255,0.19206214302082153
2021-12-31,1326,73.06,0.034109243838881025,0.17022036851748892
2022-01-31,1326,71.25,-0.02508620221837652,0.14658181346720103
2022-02-28,1326,71.43,0.0025231300181212226,0.10197040659853607
2022-03-31,1326,71.43,0.0,0.10029794924156905
2022-04-30,1326,72.24,0.011275959941848688,0.0938814031525871
2022-05-31,1326,74.14,0.025961288613856246,0.0766534957859727
2022-06-30,1326,71.77,-0.032488636280605734,0.08257934876186394
2022-07-31,1326,67.25,-0.065049542960032,0.10512136819830567
2022-08-31,1326,66.0,-0.01876227645552289,0.10430271840953255
2022-09-30,1326,66.39,0.005891700704642392,0.10444210067385212
2022-10-31,1326,66.77,0.005707435138709473,0.09603521220013982
2022-11-30,1326,73.11,0.0907112784354472,0.12858872638811258
2022-12-31,1326,67.73,-0.07643594307841223,0.1456505181355113
2023-01-31,1326,69.37,0.023925284170397697,0.14545506218085336
2023-02-28,1326,68.4,-0.014081672768705136,0.1461133205320872
2023-03-31,1326,66.39,-0.029826381897436832,0.14912650835449817
2023-04-30,1326,66.19,-0.003017048600236646,0.1487301946601638
2023-05-31,1326,65.71,-0.007278273221054995,0.14662760844478984
2023-06-30,1326,65.37,-0.005187683285138125,0.14307709854736364
2023-07-31,1326,63.71,-0.025721901496241425,0.13000472801404306
2023-08-31,1326,60.4,-0.053352431187627586,0.1392684034583666
2023-09-30,1326,59.91,-0.00814566884493576,0.13938194999920417
2023-10-31,1326,59.33,-0.009728355825281613,0.13960441997580653
2023-11-30,1326,62.55,0.05285115664236834,0.11855000126454786
2023-12-31,1326,60.69,-0.03018729706515637,0.09551399012520638
2024-01-31,1326,55.14,-0.09590353425211301,0.1332215859725816
2024-02-29,1326,55.73,0.010643195985794135,0.13290212594942596
2024-03-31,1326,53.78,-0.03561695074072629,0.13432024867775022
2024-04-30,1326,54.07,0.005377852553194749,0.13439400254728773
2024-05-31,1326,51.54,-0.04792129816969452,0.1424964051401607
2024-06-30,1326,49.1,-0.04849917042374412,0.1504343144092906
2024-07-31,1326,49.85,0.015159461607372518,0.1489922011765594
2024-08-31,1326,43.8,-0.12938467902544695,0.1899804970630505
2024-09-30,1326,43.45,-0.008022965670999247,0.18997527555329513
2024-10-31,1326,41.2,-0.05317259535592033,0.19703626394999366
2017-10-31,1402,18.84,0.07035868094124653,0.15101683025143064
2017-11-30,1402,18.62,-0.011745997299295874,0.14620724383490916
2017-12-31,1402,19.53,0.04771547303966658,0.15101670091035102
2018-01-31,1402,18.99,-0.02803922006439316,0.13582446239834917
2018-02-28,1402,18.91,-0.004221642153828341,0.1237428522518926
