Date,ticker,PM5D
2016-10-18,1101.0,-0.009579563597658314
2016-10-19,1101.0,-0.03565726450239498
2016-10-20,1101.0,-0.0542763157894738
2016-10-21,1101.0,-0.02408993576017127
2016-10-24,1101.0,-0.02607770090473667
2016-10-25,1101.0,-0.028993147074327926
2016-10-26,1101.0,-0.0056526207605344
2016-10-27,1101.0,-0.017680707228289124
2016-10-28,1101.0,-0.029796131730266615
2016-10-31,1101.0,-0.023340248962655564
2016-11-01,1101.0,0.003073770491803213
2016-11-02,1101.0,0.03474706182933059
2016-11-03,1101.0,0.04394481349003574
2016-11-04,1101.0,0.04619289340101524
2016-11-07,1101.0,0.02027369488089215
2016-11-08,1101.0,-0.004110996916752225
2016-11-09,1101.0,-0.0015881418740074714
2016-11-10,1101.0,-0.06253340459647237
2016-11-11,1101.0,-0.03991484832357637
2016-11-14,1101.0,0.0010346611484738529
2016-11-15,1101.0,0.02098259979529172
2016-11-16,1101.0,-0.0068710359408033295
2016-11-17,1101.0,0.05080482897384296
2016-11-18,1101.0,0.044012282497441116
2016-11-21,1101.0,0.006732263076126308
2016-11-22,1101.0,-0.010454783063251401
2016-11-23,1101.0,-0.016272965879265026
2016-11-24,1101.0,-0.014838367779544122
2016-11-25,1101.0,-0.025160599571734416
2016-11-28,1101.0,-0.005213764337852003
2016-11-29,1101.0,0.013450594930160271
2016-11-30,1101.0,0.008264462809917363
2016-12-01,1101.0,-0.009399477806788497
2016-12-02,1101.0,-0.009399477806788497
2016-12-05,1101.0,0.0077800829875519775
2016-12-06,1101.0,-0.009963293130571645
2016-12-07,1101.0,-0.005729166666666638
2016-12-08,1101.0,-0.024314536989136184
2016-12-09,1101.0,-0.023279875840662333
2016-12-12,1101.0,-0.03240982749607951
2016-12-13,1101.0,-0.024402907580477612
2016-12-14,1101.0,-0.01760745727602278
2016-12-15,1101.0,0.024747474747474848
2016-12-16,1101.0,0.03437815975733062
2016-12-19,1101.0,0.050126582278480936
2016-12-20,1101.0,0.04257475924987328
2016-12-21,1101.0,0.04783715012722635
2016-12-22,1101.0,0.05541170378042467
2016-12-23,1101.0,0.0628272251308902
2016-12-26,1101.0,0.048507462686567165
2016-12-27,1101.0,0.05929062996294341
2016-12-28,1101.0,0.039016568679850365
2016-12-29,1101.0,0.023026315789473586
2016-12-30,1101.0,-0.023463687150838086
2017-01-03,1101.0,-0.02633053221288509
2017-01-04,1101.0,-0.03376477208778849
2017-01-05,1101.0,-0.021690767519466105
2017-01-06,1101.0,-0.030864197530864237
2017-01-09,1101.0,0.007096069868995579
2017-01-10,1101.0,0.006004366812227043
2017-01-11,1101.0,-0.01578660860097981
2017-01-12,1101.0,-0.02994011976047908
2017-01-13,1101.0,-0.021230266739248806
2017-01-16,1101.0,-0.025838372732270413
2017-01-17,1101.0,-0.017572762218561244
2017-01-18,1101.0,0.010182207931404142
2017-01-19,1101.0,0.04545454545454561
2017-01-20,1101.0,0.029317697228145024
2017-01-23,1101.0,0.001607717041800704
2017-01-24,1101.0,0.004317323259579161
2017-02-02,1101.0,0.003789929615592869
2017-02-03,1101.0,-0.03875968992248078
2017-02-06,1101.0,-0.018671059857221298
2017-02-07,1101.0,0.013955984970477618
2017-02-08,1101.0,0.005962059620596176
2017-02-09,1101.0,-0.028260869565217565
2017-02-10,1101.0,-0.061300639658848535
2017-02-13,1101.0,-0.0673854447439353
2017-02-14,1101.0,-0.0724006532389765
2017-02-15,1101.0,-0.08124318429661932
2017-02-16,1101.0,-0.0369978858350951
2017-02-17,1101.0,0.018583626318432998
2017-02-20,1101.0,0.03686868686868689
2017-02-21,1101.0,0.01979695431472084
2017-02-22,1101.0,-0.004034291477559347
2017-02-23,1101.0,-0.00917431192660549
2017-02-24,1101.0,-0.00409416581371555
2017-03-01,1101.0,-0.030414263240692095
2017-03-02,1101.0,-0.029518384256861745
2017-03-03,1101.0,0.00552486187845301
2017-03-06,1101.0,0.005050505050505122
2017-03-07,1101.0,-0.014780835881753268
2017-03-08,1101.0,-0.011704834605597987
2017-03-09,1101.0,0.017102615694164984
2017-03-10,1101.0,0.02626262626262624
2017-03-13,1101.0,0.005583756345177636
2017-03-14,1101.0,0.010547463586137663
2017-03-15,1101.0,-0.0015090543259557916
2017-03-16,1101.0,-0.01330603889457531
2017-03-17,1101.0,-0.03267634854771779
2017-03-20,1101.0,-0.014803471158754423
2017-03-21,1101.0,-0.01573604060913717
2017-03-22,1101.0,0.008036162732295337
2017-03-23,1101.0,0.0
2017-03-24,1101.0,0.00552486187845301
2017-03-27,1101.0,0.010563380281690005
2017-03-28,1101.0,0.032483758120939635
2017-03-29,1101.0,0.005063291139240578
2017-03-30,1101.0,0.030303030303030373
2017-03-31,1101.0,0.04444444444444439
2017-04-05,1101.0,0.018301982714794253
2017-04-06,1101.0,-0.004132231404958773
2017-04-07,1101.0,0.01475826972010174
2017-04-10,1101.0,-0.004166666666666763
2017-04-11,1101.0,-0.01638477801268492
2017-04-12,1101.0,0.005696530295183813
2017-04-13,1101.0,0.014917695473251167
2017-04-14,1101.0,0.017561983471074374
