Date,ticker,Chg1YEPS
2018-10-31,1101.0,0.6173579477343563
2018-11-01,1101.0,0.624270991451626
2018-11-02,1101.0,0.6311796182413545
2018-11-05,1101.0,0.6380838323353293
2018-11-06,1101.0,0.6449836379599331
2018-11-07,1101.0,0.6518790393361525
2018-11-08,1101.0,0.6587700406795882
2018-11-09,1101.0,0.6656566462004624
2018-11-12,1101.0,0.6725388601036268
2018-11-13,1101.0,0.6794166865885729
2018-11-14,1101.0,0.6862901298494384
2018-11-15,1101.0,0.6906904515409732
2018-11-16,1101.0,0.6950879707029695
2018-11-19,1101.0,0.699482690011938
2018-11-20,1101.0,0.7038746121409818
2018-11-21,1101.0,0.7082637397598025
2018-11-22,1101.0,0.7126500755347063
2018-11-23,1101.0,0.7181138676844785
2018-11-26,1101.0,0.7235785288270379
2018-11-27,1101.0,0.7290440591697154
2018-11-28,1101.0,0.7345104589199075
2018-11-29,1101.0,0.739977728285078
2018-11-30,1101.0,0.7454458674727545
2018-12-03,1101.0,0.750914876690533
2018-12-04,1101.0,0.7563847561460736
2018-12-05,1101.0,0.7631180826498924
2018-12-06,1101.0,0.7698621404095944
2018-12-07,1101.0,0.7766169551000875
2018-12-10,1101.0,0.7833825524782505
2018-12-11,1101.0,0.7901589583832573
2018-12-12,1101.0,0.7969461987369092
2018-12-13,1101.0,0.8037442995439635
2018-12-14,1101.0,0.8105532868924654
2018-12-17,1101.0,0.8173731869540829
2018-12-18,1101.0,0.8242040259844415
2018-12-19,1101.0,0.8310458303234609
2018-12-20,1101.0,0.8378986263956943
2018-12-21,1101.0,0.8447624407106681
2018-12-24,1101.0,0.8516372998632233
2018-12-25,1101.0,0.8585232305338595
2018-12-26,1101.0,0.8654202594890806
2018-12-27,1101.0,0.8723284135817406
2018-12-28,1101.0,0.8792477197513923
2019-01-02,1101.0,0.8861782050246387
2019-01-03,1101.0,0.8931198965154823
2019-01-04,1101.0,0.9000728214256815
2019-01-07,1101.0,0.9070370070451049
2019-01-08,1101.0,0.9140124807520867
2019-01-09,1101.0,0.9209992700137886
2019-01-10,1101.0,0.9279974023865573
2019-01-11,1101.0,0.9350069055162886
2019-01-14,1101.0,0.9420278071387919
2019-01-15,1101.0,0.9490601350801529
2019-01-16,1101.0,0.9561039172571058
2019-01-17,1101.0,0.9631591816773982
2019-01-18,1101.0,0.9702259564401662
2019-01-21,1101.0,0.977304269736305
2019-01-22,1101.0,0.9843941498488439
2019-01-23,1101.0,0.9914956251533241
2019-01-24,1101.0,0.9986087241181767
2019-01-25,1101.0,1.0057334753051026
2019-01-28,1101.0,1.0128699073694565
2019-01-29,1101.0,1.0200180490606283
2019-01-30,1101.0,1.0271779292224321
2019-02-11,1101.0,1.0343495767934918
2019-02-12,1101.0,1.0415330208076323
2019-02-13,1101.0,1.0487282903942712
2019-02-14,1101.0,1.0559354147788123
2019-02-15,1101.0,1.0631544232830408
2019-02-18,1101.0,1.0703853453255219
2019-02-19,1101.0,1.077628210422
2019-02-20,1101.0,1.0848830481858005
2019-02-21,1101.0,1.0921498883282321
2019-02-22,1101.0,1.099428760658995
2019-02-25,1101.0,1.1067196950865854
2019-02-26,1101.0,1.1140227216187077
2019-02-27,1101.0,1.121337870362686
2019-03-04,1101.0,1.1286651715258742
2019-03-05,1101.0,1.1360046554160779
2019-03-06,1101.0,1.143356352441967
2019-03-07,1101.0,1.1507202931134979
2019-03-08,1101.0,1.1580965080423367
2019-03-11,1101.0,1.1654850279422806
2019-03-12,1101.0,1.1728858836296852
2019-03-13,1101.0,1.180299106023895
2019-03-14,1101.0,1.187724726147671
2019-03-15,1101.0,1.1951627751276253
2019-03-18,1101.0,1.2026132841946564
2019-03-19,1101.0,1.2100762846843822
2019-03-20,1101.0,1.2175518080375871
2019-03-21,1101.0,1.225039885800655
2019-03-22,1101.0,1.2325405496260189
2019-03-25,1101.0,1.240053831272605
2019-03-26,1101.0,1.2475797626062801
2019-03-27,1101.0,1.255118375600303
2019-03-28,1101.0,1.2626697023357785
2019-03-29,1101.0,1.2702337750021098
2019-04-01,1101.0,1.2778106258974578
2019-04-02,1101.0,1.2843858314312284
2019-04-03,1101.0,1.2909721634656062
2019-04-08,1101.0,1.2975696502667455
2019-04-09,1101.0,1.3041783201966266
2019-04-10,1101.0,1.3107982017134618
2019-04-11,1101.0,1.3174293233721028
2019-04-12,1101.0,1.3240717138244544
2019-04-15,1101.0,1.3307254018198824
2019-04-16,1101.0,1.3373904162056345
2019-04-17,1101.0,1.3440667859272508
2019-04-18,1101.0,1.345620158338299
2019-04-19,1101.0,1.3471714164185455
2019-04-22,1101.0,1.3487205644818496
2019-04-23,1101.0,1.3502676068303454
2019-04-24,1101.0,1.3518125477544782
2019-04-25,1101.0,1.3533553915330447
2019-04-26,1101.0,1.3548961424332344
2019-04-29,1101.0,1.3536430566133535
2019-04-30,1101.0,1.352394627924656
2019-05-02,1101.0,1.3511508304527442
2019-05-03,1101.0,1.3499116384751324
2019-05-06,1101.0,1.348677026459471
2019-05-07,1101.0,1.3474469690617925
2019-05-08,1101.0,1.34622144112478
2019-05-09,1101.0,1.3450004176760506
2019-05-10,1101.0,1.343783873926457
2019-05-13,1101.0,1.3425717852684143
2019-05-14,1101.0,1.3413641272742376
2019-05-15,1101.0,1.3401608756945023
2019-05-16,1101.0,1.3363959937091299
2019-05-17,1101.0,1.3326447988102124
2019-05-20,1101.0,1.3289072164948452
2019-05-21,1101.0,1.3251831727998682
2019-05-22,1101.0,1.321472594296984
2019-05-23,1101.0,1.3177754080879338
2019-05-24,1101.0,1.3140915417997217
2019-05-27,1101.0,1.3104209235798938
2019-05-28,1101.0,1.3073031415748673
2019-05-29,1101.0,1.3041955193482686
2019-05-30,1101.0,1.3010980073200487
2019-05-31,1101.0,1.298010556232237
2019-06-03,1101.0,1.2949331171463312
2019-06-04,1101.0,1.291865641440712
2019-06-05,1101.0,1.2888080808080808
2019-06-06,1101.0,1.2857603872529246
2019-06-10,1101.0,1.2779519331243467
2019-06-11,1101.0,1.2702010090494111
2019-06-12,1101.0,1.262506981568659
2019-06-13,1101.0,1.2548692264885917
2019-06-14,1101.0,1.247287128712871
2019-06-17,1101.0,1.2397600820771844
2019-06-18,1101.0,1.2322874891877014
2019-06-19,1101.0,1.2248687612630258
2019-06-20,1101.0,1.2175033179795458
2019-06-21,1101.0,1.2101905873201093
2019-06-24,1101.0,1.202930005425936
2019-06-25,1101.0,1.1957210164516878
2019-06-26,1101.0,1.1885630724236127
2019-06-27,1101.0,1.1814556331006976
2019-06-28,1101.0,1.174398165838747
2019-07-01,1101.0,1.1673901454573148
2019-07-02,1101.0,1.160431054109433
2019-07-03,1101.0,1.1535203811540502
2019-07-04,1101.0,1.146657623031125
2019-07-05,1101.0,1.1398422831393162
2019-07-08,1101.0,1.1330738717161892
2019-07-09,1101.0,1.1263519057208922
2019-07-10,1101.0,1.1196759087192445
2019-07-11,1101.0,1.1130454107711687
2019-07-12,1101.0,1.1064599483204132
2019-07-15,1101.0,1.0999190640865277
2019-07-16,1101.0,1.0934223069590083
2019-07-17,1101.0,1.0869692318935904
2019-07-18,1101.0,1.0805593998106198
2019-07-19,1101.0,1.0741923774954625
