Date,ticker,log_MCap
2016-10-11,1101.0,24.9628066094311
2016-10-12,1101.0,24.9628066094311
2016-10-13,1101.0,24.933098780651914
2016-10-14,1101.0,24.956935228806426
2016-10-17,1101.0,24.9628066094311
2016-10-18,1101.0,24.97234057995265
2016-10-19,1101.0,24.997842872763588
2016-10-20,1101.0,24.985953355606416
2016-10-21,1101.0,24.98073957945789
2016-10-24,1101.0,24.988550085188127
2016-10-25,1101.0,25.000921376990675
2016-10-26,1101.0,25.003479577413714
2016-10-27,1101.0,25.003479577413714
2016-10-28,1101.0,25.01010043174967
2016-10-31,1101.0,25.011622116040254
2016-11-01,1101.0,24.997842872763588
2016-11-02,1101.0,24.968114477519148
2016-11-03,1101.0,24.958539936291725
2016-11-04,1101.0,24.9628066094311
2016-11-07,1101.0,24.99114008922597
2016-11-08,1101.0,25.001945442620364
2016-11-09,1101.0,24.96970135962946
2016-11-10,1101.0,25.019195997234156
2016-11-11,1101.0,25.001945442620364
2016-11-14,1101.0,24.99010489244615
2016-11-15,1101.0,24.98073957945789
2016-11-16,1101.0,24.97654889757844
2016-11-17,1101.0,24.967055155386188
2016-11-18,1101.0,24.956935228806426
2016-11-21,1101.0,24.98334986546102
2016-11-22,1101.0,24.99114008922597
2016-11-23,1101.0,24.99269087785416
2016-11-24,1101.0,24.981784511632384
2016-11-25,1101.0,24.981784511632384
2016-11-28,1101.0,24.988550085188127
2016-11-29,1101.0,24.977598215618055
2016-11-30,1101.0,24.984392075039466
2016-12-01,1101.0,24.99114008922597
2016-12-02,1101.0,24.99114008922597
2016-12-05,1101.0,24.98073957945789
2016-12-06,1101.0,24.987512202375708
2016-12-07,1101.0,24.99010489244615
2016-12-08,1101.0,25.015163733706217
2016-12-09,1101.0,25.014153122200295
2016-12-12,1101.0,25.012635287352857
2016-12-13,1101.0,25.011622116040254
2016-12-14,1101.0,25.007559134321
2016-12-15,1101.0,24.99010489244615
2016-12-16,1101.0,24.97917013105831
2016-12-19,1101.0,24.961208739583807
2016-12-20,1101.0,24.968114477519148
2016-12-21,1101.0,24.958539936291725
2016-12-22,1101.0,24.933098780651914
2016-12-23,1101.0,24.914282508852438
2016-12-26,1101.0,24.911485304231377
2016-12-27,1101.0,24.90699343817229
2016-12-28,1101.0,24.918741825049203
2016-12-29,1101.0,24.909803218048392
2016-12-30,1101.0,24.93747515525171
2017-01-03,1101.0,24.93747515525171
2017-01-04,1101.0,24.94020069523276
2017-01-05,1101.0,24.94020069523276
2017-01-06,1101.0,24.94020069523276
2017-01-09,1101.0,24.930353788535758
2017-01-10,1101.0,24.931452689745246
2017-01-11,1101.0,24.955863991424927
2017-01-12,1101.0,24.96970135962946
2017-01-13,1101.0,24.961208739583807
2017-01-16,1101.0,24.955863991424927
2017-01-17,1101.0,24.948872836302996
2017-01-18,1101.0,24.94562959021688
2017-01-19,1101.0,24.923181343994568
2017-01-20,1101.0,24.931452689745246
2017-01-23,1101.0,24.954254980619226
2017-01-24,1101.0,24.944546166492266
2017-02-02,1101.0,24.941832460620667
2017-02-03,1101.0,24.961208739583807
2017-02-06,1101.0,24.94995158505917
2017-02-07,1101.0,24.94020069523276
2017-02-08,1101.0,24.938566262834048
