Date,ticker,EBITDAEV
2017-10-20,1101.0,10.056135808410593
2017-10-23,1101.0,10.059037073121216
2017-10-24,1101.0,10.06203516287825
2017-10-25,1101.0,10.064652420939687
2017-10-26,1101.0,10.067616361501655
2017-10-27,1101.0,10.070662620321384
2017-10-30,1101.0,10.07384286837722
2017-10-31,1101.0,10.077363613912228
2017-11-01,1101.0,10.080672597614667
2017-11-02,1101.0,10.083909581529463
2017-11-03,1101.0,10.08722204381425
2017-11-06,1101.0,10.090713506578657
2017-11-07,1101.0,10.094362136539445
2017-11-08,1101.0,10.097975976657532
2017-11-09,1101.0,10.101688149211695
2017-11-10,1101.0,10.113397025803343
2017-11-13,1101.0,10.124875575626113
2017-11-14,1101.0,10.135901459582536
2017-11-15,1101.0,10.1463745408607
2017-11-16,1101.0,10.157067454369859
2017-11-17,1101.0,10.168025770352676
2017-11-20,1101.0,10.17933267655048
2017-11-21,1101.0,10.190121982858768
2017-11-22,1101.0,10.198458034025748
2017-11-23,1101.0,10.206626170061607
2017-11-24,1101.0,10.213061802348445
2017-11-27,1101.0,10.219423424415316
2017-11-28,1101.0,10.22604886051515
2017-11-29,1101.0,10.23242005824
2017-11-30,1101.0,10.23879220505136
2017-12-01,1101.0,10.245481430425766
2017-12-04,1101.0,10.252179598160513
2017-12-05,1101.0,10.258901803036359
2017-12-06,1101.0,10.265534932779262
2017-12-07,1101.0,10.272124083773484
2017-12-08,1101.0,10.278858041662188
2017-12-11,1101.0,10.290334800306892
2017-12-12,1101.0,10.301995192766043
2017-12-13,1101.0,10.313673056149563
2017-12-14,1101.0,10.325353261977094
2017-12-15,1101.0,10.336929384441765
2017-12-18,1101.0,10.348560868351774
2017-12-19,1101.0,10.360087882129296
2017-12-20,1101.0,10.371952554853555
2017-12-21,1101.0,10.383804731318167
2017-12-22,1101.0,10.392614287498052
2017-12-25,1101.0,10.400996823854072
2017-12-26,1101.0,10.409211656690685
2017-12-27,1101.0,10.41725070551688
2017-12-28,1101.0,10.425128896741501
2017-12-29,1101.0,10.43264627206703
2018-01-02,1101.0,10.440216893473327
2018-01-03,1101.0,10.447318164329497
2018-01-04,1101.0,10.454118426931075
2018-01-05,1101.0,10.460617189435276
2018-01-08,1101.0,10.466698546357705
2018-01-09,1101.0,10.472670004213184
2018-01-10,1101.0,10.471861283838216
2018-01-11,1101.0,10.471329933698991
2018-01-12,1101.0,10.4711373591358
2018-01-15,1101.0,10.470844792309395
2018-01-16,1101.0,10.470483053421754
2018-01-17,1101.0,10.469952176652734
