Date,ticker,CashCycle
2018-02-05,1101.0,346.11630944772423
2018-02-06,1101.0,346.4250930484046
2018-02-07,1101.0,346.73380845568045
2018-02-08,1101.0,347.042455688559
2018-02-09,1101.0,347.35103476604564
2018-02-12,1101.0,347.6595457071428
2018-02-21,1101.0,347.9679885308508
2018-02-22,1101.0,348.27636325616743
2018-02-23,1101.0,348.5846699020881
2018-02-26,1101.0,348.89290848760567
2018-02-27,1101.0,349.20107903171095
2018-03-01,1101.0,349.5091815533915
2018-03-02,1101.0,349.8172160716333
2018-03-05,1101.0,350.12518260541935
2018-03-06,1101.0,350.4330811737302
2018-03-07,1101.0,350.74091179554415
2018-03-08,1101.0,351.04867448983674
2018-03-09,1101.0,351.3563692755811
2018-03-12,1101.0,351.6639961717481
2018-03-13,1101.0,351.9715551973055
2018-03-14,1101.0,352.27904637121924
2018-03-15,1101.0,352.58646971245213
2018-03-16,1101.0,352.89382523996466
2018-03-19,1101.0,353.2011129727149
2018-03-20,1101.0,353.508332929658
2018-03-21,1101.0,353.8154851297472
2018-03-22,1101.0,354.12256959193235
2018-03-23,1101.0,354.4295863351613
2018-03-26,1101.0,354.736535378379
2018-03-27,1101.0,355.04341674052785
2018-03-28,1101.0,355.35023044054776
2018-03-29,1101.0,355.65697649737604
2018-03-30,1101.0,355.963654929947
2018-04-02,1101.0,356.27026575719293
2018-04-03,1101.0,356.4120239723063
2018-04-09,1101.0,356.5534411855012
2018-04-10,1101.0,356.69451862527035
2018-04-11,1101.0,356.8352575142143
2018-04-12,1101.0,356.9756590690773
2018-04-13,1101.0,357.11572450078205
2018-04-16,1101.0,357.255455014464
2018-04-17,1101.0,357.50402183880897
2018-04-18,1101.0,357.75236402840534
2018-04-19,1101.0,358.00048188354776
2018-04-20,1101.0,358.2483757040055
2018-04-23,1101.0,358.4960457890238
2018-04-24,1101.0,358.74349243732513
2018-04-25,1101.0,358.9907159471102
2018-04-26,1101.0,359.23771661605895
2018-04-27,1101.0,359.4844947413319
2018-04-30,1101.0,359.73105061957114
2018-05-02,1101.0,359.97738454690125
2018-05-03,1101.0,360.2234968189309
2018-05-04,1101.0,360.4693877307531
2018-05-07,1101.0,360.7150575769472
2018-05-08,1101.0,360.96050665157946
2018-05-09,1101.0,361.2057352482042
2018-05-10,1101.0,361.450743659865
2018-05-11,1101.0,361.69553217909595
2018-05-14,1101.0,361.9401010979219
2018-05-15,1101.0,362.1844507078609
2018-05-16,1101.0,362.8816910681271
2018-05-17,1101.0,363.5794797390762
2018-05-18,1101.0,364.2778173679965
2018-05-21,1101.0,364.9767046031961
2018-05-22,1101.0,365.6761420940045
2018-05-23,1101.0,366.37613049077515
2018-05-24,1101.0,367.0766704448866
2018-05-25,1101.0,367.7777626087458
2018-05-28,1101.0,368.1580175470447
2018-05-29,1101.0,368.5379141181786
2018-05-30,1101.0,368.9174528580189
2018-05-31,1101.0,369.2966343013636
2018-06-01,1101.0,369.67545898194027
2018-06-04,1101.0,370.05392743240867
2018-06-05,1101.0,370.4320401843634
2018-06-06,1101.0,370.80979776833624
2018-06-07,1101.0,371.1872007137995
2018-06-08,1101.0,371.56424954916804
2018-06-11,1101.0,371.94094480180206
2018-06-12,1101.0,372.31728699801
2018-06-13,1101.0,372.6932766630506
2018-06-14,1101.0,373.0689143211366
2018-06-15,1101.0,373.44420049543567
2018-06-19,1101.0,373.81913570807455
2018-06-20,1101.0,374.19372048014117
2018-06-21,1101.0,374.56795533168656
2018-06-22,1101.0,374.9418407817288
2018-06-25,1101.0,375.3153773482538
2018-06-26,1101.0,375.6885655482195
2018-06-27,1101.0,376.0614058975575
2018-06-28,1101.0,376.43389891117624
2018-06-29,1101.0,376.80604510296257
2018-07-02,1101.0,377.1778449857852
2018-07-03,1101.0,377.5492990714971
2018-07-04,1101.0,377.92040787093737
2018-07-05,1101.0,378.29117189393423
2018-07-06,1101.0,378.661591649308
2018-07-09,1101.0,379.0316676448724
2018-07-10,1101.0,379.40140038743834
2018-07-11,1101.0,379.7707903828151
2018-07-12,1101.0,380.139838135814
2018-07-13,1101.0,380.5085441502502
2018-07-16,1101.0,380.8769089289448
2018-07-17,1101.0,381.24493297372885
2018-07-18,1101.0,381.6126167854436
2018-07-19,1101.0,381.9799608639447
2018-07-20,1101.0,382.3469657081039
2018-07-23,1101.0,382.71363181581114
2018-07-24,1101.0,383.079959683978
2018-07-25,1101.0,383.4459498085389
2018-07-26,1101.0,383.81160268445467
2018-07-27,1101.0,384.1769188057138
2018-07-30,1101.0,384.54189866533574
2018-07-31,1101.0,384.9065427553726
2018-08-01,1101.0,385.27085156691214
2018-08-02,1101.0,385.6348255900797
2018-08-03,1101.0,385.9984653140407
2018-08-06,1101.0,386.3617712270029
2018-08-07,1101.0,386.7247438162189
2018-08-08,1101.0,387.08738356798835
2018-08-09,1101.0,387.44969096766044
2018-08-10,1101.0,387.8116664996361
2018-08-13,1101.0,388.17331064736993
2018-08-14,1101.0,388.5346238933735
2018-08-15,1101.0,388.44535070783604
2018-08-16,1101.0,388.3561263652312
2018-08-17,1101.0,388.26695148306374
2018-08-20,1101.0,388.17782667038745
2018-08-21,1101.0,388.08875252790597
2018-08-22,1101.0,387.99972964807137
2018-08-23,1101.0,387.91075861518334
2018-08-24,1101.0,387.92799913821705
2018-08-27,1101.0,387.9449424947181
2018-08-28,1101.0,387.96159046135205
2018-08-29,1101.0,387.97794480340497
2018-08-30,1101.0,387.9940072748669
2018-08-31,1101.0,388.0097796185156
2018-09-03,1101.0,388.0252635659988
2018-09-04,1101.0,388.04046083791627
2018-09-05,1101.0,388.0553731439013
2018-09-06,1101.0,388.07000218270025
2018-09-07,1101.0,388.0843496422534
2018-09-10,1101.0,388.0984171997736
2018-09-11,1101.0,388.1122065218243
2018-09-12,1101.0,388.1257192643983
2018-09-13,1101.0,388.13895707299423
2018-09-14,1101.0,388.15192158269286
2018-09-17,1101.0,388.1646144182339
2018-09-18,1101.0,388.17703719408985
2018-09-19,1101.0,388.1891915145418
2018-09-20,1101.0,388.2010789737528
2018-09-21,1101.0,388.21270115584105
2018-09-25,1101.0,388.2240596349532
2018-09-26,1101.0,388.23515597533554
2018-09-27,1101.0,388.2459917314066
2018-09-28,1101.0,388.25656844782725
2018-10-01,1101.0,388.26688765957147
2018-10-02,1101.0,388.2769508919955
2018-10-03,1101.0,388.28675966090805
2018-10-04,1101.0,388.2963154726375
2018-10-05,1101.0,388.3056198241011
2018-10-08,1101.0,388.3146742028721
2018-10-09,1101.0,388.323480087246
2018-10-11,1101.0,388.33203894630805
2018-10-12,1101.0,388.3403522399977
2018-10-15,1101.0,388.3484214191751
2018-10-16,1101.0,388.3562479256851
2018-10-17,1101.0,388.3638331924215
2018-10-18,1101.0,388.37117864339103
2018-10-19,1101.0,388.378285693776
2018-10-22,1101.0,388.3851557499973
2018-10-23,1101.0,388.39179020977645
2018-10-24,1101.0,388.39819046219736
2018-10-25,1101.0,388.40435788776665
2018-10-26,1101.0,388.41029385847526
2018-10-29,1101.0,388.415999737858
2018-10-30,1101.0,388.4214768810531
2018-10-31,1101.0,388.42672663486167
2018-11-01,1101.0,388.43175033780636
2018-11-02,1101.0,388.4365493201893
2018-11-05,1101.0,388.4411249041493
2018-11-06,1101.0,388.4454784037206
2018-11-07,1101.0,388.44961112488824
2018-11-08,1101.0,388.4535243656447
2018-11-09,1101.0,388.45721941604637
2018-11-12,1101.0,388.4606975582681
2018-11-13,1101.0,388.46396006665896
2018-11-14,1101.0,388.4670082077961
2018-11-15,1101.0,388.77513373736633
2018-11-16,1101.0,389.0825336849663
2018-11-19,1101.0,389.3892105608218
2018-11-20,1101.0,389.69516686374294
2018-11-21,1101.0,390.00040508118667
2018-11-22,1101.0,390.3049276893222
2018-11-23,1101.0,390.43062139723463
2018-11-26,1101.0,390.55594153387636
2018-11-27,1101.0,390.6808897013465
2018-11-28,1101.0,390.80546749279813
2018-11-29,1101.0,390.92967649250033
2018-11-30,1101.0,391.0535182758996
2018-12-03,1101.0,391.1769944096791
2018-12-04,1101.0,391.30010645182017
2018-12-05,1101.0,391.4228559516604
2018-12-06,1101.0,391.5452444499538
2018-12-07,1101.0,391.6672734789287
2018-12-10,1101.0,391.78894456234565
2018-12-11,1101.0,391.9102592155558
2018-12-12,1101.0,392.03121894555704
2018-12-13,1101.0,392.1518252510515
2018-12-14,1101.0,392.27207962250156
2018-12-17,1101.0,392.3919835421848
2018-12-18,1101.0,392.51153848425054
2018-12-19,1101.0,392.6307459147741
2018-12-20,1101.0,392.7496072918109
2018-12-21,1101.0,392.8681240654514
2018-12-24,1101.0,392.9862976778736
2018-12-25,1101.0,393.10412956339684
2018-12-26,1101.0,393.22162114853427
2018-12-27,1101.0,393.3387738520453
2018-12-28,1101.0,393.4555890849869
2019-01-02,1101.0,393.5720682507662
2019-01-03,1101.0,393.6882127451904
2019-01-04,1101.0,393.80402395651794
2019-01-07,1101.0,393.9195032655088
2019-01-08,1101.0,394.0346520454741
2019-01-09,1101.0,394.1494716623257
2019-01-10,1101.0,394.2639634746254
2019-01-11,1101.0,394.3781288336333
2019-01-14,1101.0,394.49196908335625
2019-01-15,1101.0,394.605485560596
2019-01-16,1101.0,394.7186795949963
2019-01-17,1101.0,394.83155250909033
2019-01-18,1101.0,394.9441056183474
2019-01-21,1101.0,395.0563402312198
2019-01-22,1101.0,395.1682576491881
2019-01-23,1101.0,395.2798591668076
2019-01-24,1101.0,395.3911460717531
2019-01-25,1101.0,395.50211964486425
2019-01-28,1101.0,395.6127811601903
2019-01-29,1101.0,395.72313188503404
2019-01-30,1101.0,395.8331730799962
2019-02-11,1101.0,395.94290599901836
2019-02-12,1101.0,396.05233188942736
2019-02-13,1101.0,396.16145199197706
2019-02-14,1101.0,396.2702675408917
2019-02-15,1101.0,396.3787797639084
2019-02-18,1101.0,396.48698988231797
2019-02-19,1101.0,396.59489911100786
2019-02-20,1101.0,396.7025086585028
2019-02-21,1101.0,396.8098197270059
2019-02-22,1101.0,396.9168335124398
2019-02-25,1101.0,397.02355120448584
2019-02-26,1101.0,397.1299739866257
2019-02-27,1101.0,397.2361030361802
2019-03-04,1101.0,397.3419395243491
2019-03-05,1101.0,397.44748461624977
2019-03-06,1101.0,397.55273947095696
2019-03-07,1101.0,397.6577052415407
2019-03-08,1101.0,397.7623830751046
2019-03-11,1101.0,397.8667741128241
2019-03-12,1101.0,397.97087948998427
2019-03-13,1101.0,398.0747003360167
2019-03-14,1101.0,398.1782377745375
2019-03-15,1101.0,398.28149292338264
2019-03-18,1101.0,398.38446689464695
2019-03-19,1101.0,398.4871607947178
2019-03-20,1101.0,398.589575724313
2019-03-21,1101.0,398.6917127785157
2019-03-22,1101.0,398.79357304681025
2019-03-25,1101.0,398.8951576131168
2019-03-26,1101.0,398.9964675558275
2019-03-27,1101.0,399.09750394784015
2019-03-28,1101.0,399.1982678565925
2019-03-29,1101.0,399.29876034409745
2019-04-01,1101.0,399.3989824669763
2019-04-02,1101.0,399.5341346099884
2019-04-03,1101.0,399.6688581352606
2019-04-08,1101.0,399.80315507693274
2019-04-09,1101.0,399.9370274563014
2019-04-10,1101.0,400.0704772819217
2019-04-11,1101.0,400.20350654970713
2019-04-12,1101.0,400.3361172430284
2019-04-15,1101.0,400.4683113328126
2019-04-16,1101.0,400.60009077764005
2019-04-17,1101.0,400.7314575238405
2019-04-18,1101.0,401.03519544433027
2019-04-19,1101.0,401.338513356102
2019-04-22,1101.0,401.64141214033225
2019-04-23,1101.0,401.94389267571034
2019-04-24,1101.0,402.24595583844643
2019-04-25,1101.0,402.5476025022808
2019-04-26,1101.0,402.84883353849324
2019-04-29,1101.0,403.1496498159106
2019-04-30,1101.0,403.4500522009159
2019-05-02,1101.0,403.7500415574575
2019-05-03,1101.0,404.04961874705725
2019-05-06,1101.0,404.34878462881903
2019-05-07,1101.0,404.64754005943746
2019-05-08,1101.0,404.94588589320625
2019-05-09,1101.0,405.243822982027
2019-05-10,1101.0,405.54135217541716
2019-05-13,1101.0,405.8384743205188
2019-05-14,1101.0,406.1351902621067
2019-05-15,1101.0,406.43150084259713
2019-05-16,1101.0,407.1685156416736
2019-05-17,1101.0,407.90634469791735
2019-05-20,1101.0,408.6449893877442
2019-05-21,1101.0,409.3844510907463
2019-05-22,1101.0,410.1247311897009
2019-05-23,1101.0,410.86583107058044
2019-05-24,1101.0,411.6077521225617
2019-05-27,1101.0,412.35049573803536
2019-05-28,1101.0,412.6996130862359
2019-05-29,1101.0,413.0486289523877
2019-05-30,1101.0,413.3975433816848
2019-05-31,1101.0,413.74635641929444
2019-06-03,1101.0,414.0950681103566
2019-06-04,1101.0,414.44367849998355
2019-06-05,1101.0,414.7921876332613
2019-06-06,1101.0,415.1405955552482
2019-06-10,1101.0,415.48890231097573
2019-06-11,1101.0,415.8371079454481
2019-06-12,1101.0,416.18521250364313
2019-06-13,1101.0,416.53321603051086
2019-06-14,1101.0,416.88111857097454
2019-06-17,1101.0,417.2289201699307
2019-06-18,1101.0,417.5766208722489
2019-06-19,1101.0,417.92422072277134
2019-06-20,1101.0,418.27171976631394
2019-06-21,1101.0,418.6191180476654
2019-06-24,1101.0,418.9664156115873
2019-06-25,1101.0,419.313612502815
2019-06-26,1101.0,419.66070876605613
2019-06-27,1101.0,420.0077044459928
2019-06-28,1101.0,420.3545995872789
2019-07-01,1101.0,420.70139423454253
2019-07-02,1101.0,421.04808843238493
2019-07-03,1101.0,421.3946822253802
2019-07-04,1101.0,421.741175658076
2019-07-05,1101.0,422.0875687749933
2019-07-08,1101.0,422.4338616206264
2019-07-09,1101.0,422.78005423944296
2019-07-10,1101.0,423.1261466758839
2019-07-11,1101.0,423.4721389743638
2019-07-12,1101.0,423.8180311792702
2019-07-15,1101.0,424.1638233349646
2019-07-16,1101.0,424.50951548578144
2019-07-17,1101.0,424.8551076760292
2019-07-18,1101.0,425.2005999499894
2019-07-19,1101.0,425.54599235191733
2019-07-22,1101.0,425.8912849260416
2019-07-23,1101.0,426.2364777165646
2019-07-24,1101.0,426.58157076766196
2019-07-25,1101.0,426.92656412348344
2019-07-26,1101.0,427.2714578281518
2019-07-29,1101.0,427.616251925764
2019-07-30,1101.0,427.96094646039023
2019-07-31,1101.0,428.3055414760744
2019-08-01,1101.0,428.6500370168345
2019-08-02,1101.0,428.9944331266619
2019-08-05,1101.0,429.3387298495215
2019-08-06,1101.0,429.68292722935246
2019-08-07,1101.0,430.0270253100676
2019-08-08,1101.0,430.37102413555294
2019-08-12,1101.0,430.7149237496691
2019-08-13,1101.0,431.0587241962502
2019-08-14,1101.0,431.4024255191042
2019-08-15,1101.0,431.28337738701794
2019-08-16,1101.0,431.16451205405417
2019-08-19,1101.0,431.04582908611
2019-08-20,1101.0,430.9273280504974
2019-08-21,1101.0,430.80900851593793
2019-08-22,1101.0,430.6908700525561
2019-08-23,1101.0,430.57291223187394
2019-08-26,1101.0,430.4551346268055
2019-08-27,1101.0,430.3375368116501
2019-08-28,1101.0,430.63991477281945
2019-08-29,1101.0,430.9424324928891
2019-08-30,1101.0,431.24509007058373
2019-09-02,1101.0,431.54788760472263
2019-09-03,1101.0,431.8508251942195
2019-09-04,1101.0,432.15390293808264
2019-09-05,1101.0,432.4571209354151
2019-09-06,1101.0,432.7604792854147
2019-09-09,1101.0,433.0639780873746
2019-09-10,1101.0,433.36761744068264
2019-09-11,1101.0,433.671397444822
2019-09-12,1101.0,433.9753181993713
2019-09-16,1101.0,434.2793798040044
2019-09-17,1101.0,434.58358235849084
2019-09-18,1101.0,434.88792596269565
2019-09-19,1101.0,435.19241071658007
2019-09-20,1101.0,435.4970367202005
2019-09-23,1101.0,435.8018040737104
2019-09-24,1101.0,436.1067128773582
2019-09-25,1101.0,436.41176323148915
2019-09-26,1101.0,436.71695523654523
2019-09-27,1101.0,437.02228899306425
2019-10-01,1101.0,437.3277646016809
2019-10-02,1101.0,437.6333821631267
2019-10-03,1101.0,437.93914177822955
2019-10-04,1101.0,438.2450435479152
2019-10-07,1101.0,438.55108757320556
2019-10-08,1101.0,438.85727395521985
2019-10-09,1101.0,439.16360279517505
2019-10-14,1101.0,439.47007419438546
2019-10-15,1101.0,439.77668825426235
2019-10-16,1101.0,440.08344507631557
2019-10-17,1101.0,440.39034476215187
2019-10-18,1101.0,440.6973874134766
2019-10-21,1101.0,441.00457313209256
2019-10-22,1101.0,441.31190201990125
2019-10-23,1101.0,441.6193741789018
2019-10-24,1101.0,441.92698971119245
2019-10-25,1101.0,442.23474871896906
2019-10-28,1101.0,442.5426513045269
2019-10-29,1101.0,442.8506975702594
2019-10-30,1101.0,443.1588876186595
2019-10-31,1101.0,443.46722155231845
2019-11-01,1101.0,443.775699473927
2019-11-04,1101.0,444.0843214862748
2019-11-05,1101.0,444.39308769225136
2019-11-06,1101.0,444.701998194845
2019-11-07,1101.0,445.0110530971441
2019-11-08,1101.0,445.32025250233676
2019-11-11,1101.0,445.62959651371057
2019-11-12,1101.0,445.9390852346534
2019-11-13,1101.0,446.2487187686529
2019-11-14,1101.0,446.55849721929724
2019-11-15,1101.0,447.1144887373017
2019-11-18,1101.0,447.6708437376945
2019-11-19,1101.0,448.22756257733636
2019-11-20,1101.0,448.78464561355634
2019-11-21,1101.0,449.3420932041513
2019-11-22,1101.0,449.89990570738826
2019-11-25,1101.0,450.45808348200325
2019-11-26,1101.0,451.01662688720376
2019-11-27,1101.0,451.57553628266896
2019-11-28,1101.0,452.1348120285496
2019-11-29,1101.0,452.69445448547015
2019-12-02,1101.0,452.9749788520015
2019-12-03,1101.0,453.25561443018034
2019-12-04,1101.0,453.5363612968372
2019-12-05,1101.0,453.81721952888927
2019-12-06,1101.0,454.0981892033411
2019-12-09,1101.0,454.37927039728373
2019-12-10,1101.0,454.66046318789654
2019-12-11,1101.0,454.9417676524458
2019-12-12,1101.0,455.2231838682852
2019-12-13,1101.0,455.50471191285726
2019-12-16,1101.0,455.78635186369127
2019-12-17,1101.0,456.06810379840533
2019-12-18,1101.0,456.34996779470566
2019-12-19,1101.0,456.63194393038685
2019-12-20,1101.0,456.9140322833322
2019-12-23,1101.0,457.19623293151335
2019-12-24,1101.0,457.47854595299134
2019-12-25,1101.0,457.7609714259158
2019-12-26,1101.0,458.04350942852574
2019-12-27,1101.0,458.3261600391497
2019-12-30,1101.0,458.60892333620524
2019-12-31,1101.0,458.8917993982001
2020-01-02,1101.0,459.17478830373113
2020-01-03,1101.0,459.457890131486
2020-01-06,1101.0,459.74110496024196
2020-01-07,1101.0,460.02443286886637
2020-01-08,1101.0,460.3078739363176
2020-01-09,1101.0,460.591428241644
2020-01-10,1101.0,460.875095863985
2020-01-13,1101.0,461.1588768825712
2020-01-14,1101.0,461.44277137672356
2020-01-15,1101.0,461.72677942585483
2020-01-16,1101.0,462.0109011094689
2020-01-17,1101.0,462.2951365071612
2020-01-20,1101.0,462.57948569861907
2020-01-30,1101.0,462.86394876362135
2020-01-31,1101.0,463.1485257820392
2020-02-03,1101.0,463.4332168338358
2020-02-04,1101.0,463.7180219990667
2020-02-05,1101.0,464.0029413578801
2020-02-06,1101.0,464.2879749905167
2020-02-07,1101.0,464.57312297731016
2020-02-10,1101.0,464.85838539868666
2020-02-11,1101.0,465.14376233516646
2020-02-12,1101.0,465.42925386736226
2020-02-13,1101.0,465.7148600759808
2020-02-14,1101.0,466.0005810418221
2020-02-17,1101.0,466.2864168457803
2020-02-18,1101.0,466.5723675688432
2020-02-19,1101.0,466.8584332920931
2020-02-20,1101.0,467.14461409670616
2020-02-21,1101.0,467.43091006395366
2020-02-24,1101.0,467.7173212752009
2020-02-25,1101.0,468.0038478119084
2020-02-26,1101.0,468.29048975563137
2020-02-27,1101.0,468.57724718802024
2020-03-02,1101.0,468.8641201908209
2020-03-03,1101.0,469.151108845875
2020-03-04,1101.0,469.43821323511895
2020-03-05,1101.0,469.7254334405859
2020-03-06,1101.0,470.0127695444045
2020-03-09,1101.0,470.3002216287996
2020-03-10,1101.0,470.5877897760927
2020-03-11,1101.0,470.87547406870146
2020-03-12,1101.0,471.1632745891403
2020-03-13,1101.0,471.4511914200208
2020-03-16,1101.0,471.7392246440511
2020-03-17,1101.0,472.02737434403684
2020-03-18,1101.0,472.3156406028809
2020-03-19,1101.0,472.6040235035837
2020-03-20,1101.0,472.89252312924367
2020-03-23,1101.0,473.1811395630567
2020-03-24,1101.0,473.4698728883171
2020-03-25,1101.0,473.7587231884173
2020-03-26,1101.0,474.04769054684783
2020-03-27,1101.0,474.33677504719856
2020-03-30,1101.0,474.6259767731575
2020-03-31,1101.0,474.9152958085119
2020-04-01,1101.0,474.95074241761915
2020-04-06,1101.0,474.986150833564
2020-04-07,1101.0,475.02152110941427
2020-04-08,1101.0,475.05685329814537
2020-04-09,1101.0,475.0921474526409
2020-04-10,1101.0,475.12740362569315
2020-04-13,1101.0,475.16262187000194
2020-04-14,1101.0,475.1978022381767
2020-04-15,1101.0,475.23294478273544
2020-04-16,1101.0,475.26086217021236
2020-04-17,1101.0,475.2887476935612
2020-04-20,1101.0,475.31660133703963
2020-04-21,1101.0,475.3444230848919
2020-04-22,1101.0,475.37221292134745
2020-04-23,1101.0,475.3999708306212
2020-04-24,1101.0,475.4276967969141
2020-04-27,1101.0,475.4553908044126
2020-04-28,1101.0,475.48305283728837
2020-04-29,1101.0,475.5106828796991
2020-04-30,1101.0,475.53828091578805
2020-05-04,1101.0,475.5658469296835
2020-05-05,1101.0,475.59338090549966
2020-05-06,1101.0,475.620882827336
2020-05-07,1101.0,475.648352679278
2020-05-08,1101.0,475.67579044539616
2020-05-11,1101.0,475.7031961097462
2020-05-12,1101.0,475.73056965637
2020-05-13,1101.0,475.75791106929427
2020-05-14,1101.0,475.7852203325315
2020-05-15,1101.0,475.8124974300793
2020-05-18,1101.0,476.31961412574145
2020-05-19,1101.0,476.8284683020149
2020-05-20,1101.0,477.33906890611826
2020-05-21,1101.0,477.85142494682515
2020-05-22,1101.0,478.36554549499635
2020-05-25,1101.0,478.8814396841143
2020-05-26,1101.0,479.39911671082564
2020-05-27,1101.0,479.9185858354872
2020-05-28,1101.0,479.8901483356177
2020-05-29,1101.0,479.8616808188346
2020-06-01,1101.0,479.83318323790434
2020-06-02,1101.0,479.8046555454945
2020-06-03,1101.0,479.7760976941736
2020-06-04,1101.0,479.7475096364112
2020-06-05,1101.0,479.7188913245781
2020-06-08,1101.0,479.69024271094446
2020-06-09,1101.0,479.66156374768093
2020-06-10,1101.0,479.63285438685807
2020-06-11,1101.0,479.60411458044626
2020-06-12,1101.0,479.57534428031477
2020-06-15,1101.0,479.546543438232
2020-06-16,1101.0,479.51771200586546
2020-06-17,1101.0,479.4888499347808
2020-06-18,1101.0,479.45995717644234
2020-06-19,1101.0,479.43103368221205
2020-06-22,1101.0,479.4020794033496
2020-06-23,1101.0,479.37309429101253
2020-06-24,1101.0,479.34407829625513
2020-06-29,1101.0,479.31503137002915
2020-06-30,1101.0,479.2859534631823
2020-07-01,1101.0,479.2568445264591
2020-07-02,1101.0,479.22770451050025
2020-07-03,1101.0,479.19853336584197
2020-07-06,1101.0,479.1693310429164
2020-07-07,1101.0,479.1400974920507
2020-07-08,1101.0,479.11083266346736
2020-07-09,1101.0,479.0815365072831
2020-07-10,1101.0,479.0522089735096
2020-07-13,1101.0,479.0228500120525
2020-07-14,1101.0,478.99345957271134
2020-07-15,1101.0,478.96403760517927
2020-07-16,1101.0,478.93458405904323
2020-07-17,1101.0,478.90509888378244
2020-07-20,1101.0,478.8755820287693
2020-07-21,1101.0,478.8460334432689
2020-07-22,1101.0,478.81645307643834
2020-07-23,1101.0,478.7868408773264
2020-07-24,1101.0,478.7571967948742
2020-07-27,1101.0,478.7275207779136
2020-07-28,1101.0,478.69781277516756
2020-07-29,1101.0,478.6680727352501
2020-07-30,1101.0,478.6383006066659
2020-07-31,1101.0,478.608496337809
2020-08-03,1101.0,478.57865987696437
2020-08-04,1101.0,478.54879117230587
2020-08-05,1101.0,478.5188901718973
2020-08-06,1101.0,478.4889568236905
2020-08-07,1101.0,478.45899107552725
2020-08-10,1101.0,478.42899287513706
2020-08-11,1101.0,478.3989621701377
2020-08-12,1101.0,478.3688989080348
2020-08-13,1101.0,478.3388030362214
2020-08-14,1101.0,478.308674501978
2020-08-17,1101.0,477.65677983253386
2020-08-18,1101.0,477.0056823437135
2020-08-19,1101.0,476.35538041892096
2020-08-20,1101.0,475.7058724460262
2020-08-21,1101.0,475.05715681734955
2020-08-24,1101.0,474.409231929646
2020-08-25,1101.0,473.7620961840903
2020-08-26,1101.0,473.11574798626134
2020-08-27,1101.0,472.994132210625
2020-08-28,1101.0,472.8725006786999
2020-08-31,1101.0,472.75085340478677
2020-09-01,1101.0,472.62919040323095
2020-09-02,1101.0,472.5075116884241
2020-09-03,1101.0,472.3858172748029
