Date,ticker,NetProfitMargin
2017-10-23,1101.0,0.4198643680076358
2017-10-24,1101.0,0.42014074012095903
2017-10-25,1101.0,0.4204170777372687
2017-10-26,1101.0,0.4206933808630235
2017-10-27,1101.0,0.42096964950468024
2017-10-30,1101.0,0.4212458836686942
2017-10-31,1101.0,0.42152208336151903
2017-11-01,1101.0,0.42179824858960696
2017-11-02,1101.0,0.4220743793594083
2017-11-03,1101.0,0.42235047567737194
2017-11-06,1101.0,0.42262653754994517
2017-11-07,1101.0,0.42290256498357354
2017-11-08,1101.0,0.42317855798470116
2017-11-09,1101.0,0.42345451655977046
2017-11-10,1101.0,0.4237304407152222
2017-11-13,1101.0,0.4236711619694353
2017-11-14,1101.0,0.4236119842421998
2017-11-15,1101.0,0.42325333556339
2017-11-16,1101.0,0.42289529702795864
2017-11-17,1101.0,0.4225378670802391
2017-11-20,1101.0,0.42218104416984864
2017-11-21,1101.0,0.42182482675166627
2017-11-22,1101.0,0.42146921328581055
2017-11-23,1101.0,0.42123950036389507
2017-11-24,1101.0,0.4210100398607973
2017-11-27,1101.0,0.4205075394254964
2017-11-28,1101.0,0.42000559055403286
2017-11-29,1101.0,0.4195041923387783
2017-11-30,1101.0,0.4190033438740945
2017-12-01,1101.0,0.41850304425632817
2017-12-04,1101.0,0.4180032925838055
2017-12-05,1101.0,0.41750408795682664
2017-12-06,1101.0,0.4170054294776603
2017-12-07,1101.0,0.4165073162505385
2017-12-08,1101.0,0.41600974738165103
2017-12-11,1101.0,0.41551272197914035
2017-12-12,1101.0,0.41481343009662547
2017-12-13,1101.0,0.4141155831830389
2017-12-14,1101.0,0.4134191767643257
2017-12-15,1101.0,0.41272420638488244
2017-12-18,1101.0,0.41203066760746226
2017-12-19,1101.0,0.41133855601308067
2017-12-20,1101.0,0.4106478672009212
2017-12-21,1101.0,0.4099585967882428
2017-12-22,1101.0,0.40927074041028644
2017-12-25,1101.0,0.4086931961861201
2017-12-26,1101.0,0.4081165273556554
2017-12-27,1101.0,0.4075407319301256
2017-12-28,1101.0,0.4069658079267837
2017-12-29,1101.0,0.4063917533688796
2018-01-02,1101.0,0.4058185662856375
2018-01-03,1101.0,0.4052462447122334
2018-01-04,1101.0,0.4046747866897724
2018-01-05,1101.0,0.40410419026526667
2018-01-08,1101.0,0.403534453491613
2018-01-09,1101.0,0.4029655744275707
2018-01-10,1101.0,0.4023975511377396
2018-01-11,1101.0,0.40209431285036334
2018-01-12,1101.0,0.4017911323330702
2018-01-15,1101.0,0.4014880095693529
2018-01-16,1101.0,0.4011849445427106
2018-01-17,1101.0,0.40088193723664883
2018-01-18,1101.0,0.40057898763467925
2018-01-19,1101.0,0.40027609572031986
2018-01-22,1101.0,0.3999732614770949
2018-01-23,1101.0,0.3990424786534217
2018-01-24,1101.0,0.39811479269333955
2018-01-25,1101.0,0.39719018816687557
2018-01-26,1101.0,0.3962686497463921
2018-01-29,1101.0,0.3953501622057401
2018-01-30,1101.0,0.39443471041942046
2018-01-31,1101.0,0.39352227936175366
2018-02-01,1101.0,0.3926128541060578
2018-02-02,1101.0,0.39170641982383436
2018-02-05,1101.0,0.3908029617839627
2018-02-06,1101.0,0.38990246535190154
2018-02-07,1101.0,0.3890049159888992
2018-02-08,1101.0,0.3881102992512107
2018-02-09,1101.0,0.38721860078932346
2018-02-12,1101.0,0.38632980634718966
2018-02-21,1101.0,0.38630975793222944
2018-02-22,1101.0,0.38628968476152686
2018-02-23,1101.0,0.38623945670429055
2018-02-26,1101.0,0.3861891743986481
2018-02-27,1101.0,0.38613883775666624
2018-03-01,1101.0,0.38608844669022147
2018-03-02,1101.0,0.3860380011109997
2018-03-05,1101.0,0.38598750093049555
2018-03-06,1101.0,0.3859369460600121
2018-03-07,1101.0,0.38588633641066017
2018-03-08,1101.0,0.38583567189335766
2018-03-09,1101.0,0.3857849524188295
2018-03-12,1101.0,0.3857341778976066
2018-03-13,1101.0,0.3847887475610846
2018-03-14,1101.0,0.38384667288292523
2018-03-15,1101.0,0.38290793602919443
2018-03-16,1101.0,0.3819725192921079
2018-03-19,1101.0,0.38104040508891784
2018-03-20,1101.0,0.3801115759608111
2018-03-21,1101.0,0.37918601457181905
2018-03-22,1101.0,0.37881166685381873
2018-03-23,1101.0,0.37843755107805704
2018-03-26,1101.0,0.37806366702903704
2018-03-27,1101.0,0.37769001449152845
2018-03-28,1101.0,0.3773165932505677
2018-03-29,1101.0,0.3769434030914572
2018-03-30,1101.0,0.3765704437997649
2018-04-02,1101.0,0.37619771516132405
2018-04-03,1101.0,0.376346987391594
2018-04-09,1101.0,0.37649616736287966
2018-04-10,1101.0,0.3766452551606868
2018-04-11,1101.0,0.3765722480368183
2018-04-12,1101.0,0.37649937189350247
2018-04-13,1101.0,0.3764266263785709
2018-04-16,1101.0,0.3763540111411168
2018-04-17,1101.0,0.3764110173464638
2018-04-18,1101.0,0.37646792164383314
2018-04-19,1101.0,0.3765247243062466
2018-04-20,1101.0,0.37658142560575175
2018-04-23,1101.0,0.37651475233948933
2018-04-24,1101.0,0.3764482413515482
2018-04-25,1101.0,0.3763818920501865
2018-04-26,1101.0,0.3763157038465358
2018-04-27,1101.0,0.3762496761545838
2018-04-30,1101.0,0.37618380839115706
2018-05-02,1101.0,0.3761180999759037
2018-05-03,1101.0,0.3760525503312765
2018-05-04,1101.0,0.3759871588825159
2018-05-07,1101.0,0.37592192505763317
