Date,ticker,BP
2016-10-11,1101.0,2.115613099538497
2016-10-12,1101.0,2.115613099538497
2016-10-13,1101.0,2.179406257693441
2016-10-14,1101.0,2.128071206655694
2016-10-17,1101.0,2.115613099538497
2016-10-18,1101.0,2.0955387527848375
2016-10-19,1101.0,2.0427733885060824
2016-10-20,1101.0,2.067205935534496
2016-10-21,1101.0,2.0780120303360357
2016-10-24,1101.0,2.0618449242908903
2016-10-25,1101.0,2.0364943719430513
2016-10-26,1101.0,2.031291269306508
2016-10-27,1101.0,2.031291269306508
2016-10-28,1101.0,2.017886809153724
2016-10-31,1101.0,2.014818557543252
2016-11-01,1101.0,2.0427733885060824
2016-11-02,1101.0,2.104413453696578
2016-11-03,1101.0,2.1246590133793886
2016-11-04,1101.0,2.115613099538497
2016-11-07,1101.0,2.0565116471975355
2016-11-08,1101.0,2.034409935533693
2016-11-09,1101.0,2.1010766458947336
2016-11-10,1101.0,1.9996162042418695
2016-11-11,1101.0,2.034409935533693
2016-11-14,1101.0,2.040199647855207
2016-11-15,1101.0,2.0593965081068504
2016-11-16,1101.0,2.0680448923928636
2016-11-17,1101.0,2.0877718706986776
2016-11-18,1101.0,2.1090072376918654
2016-11-21,1101.0,2.0540279040711185
2016-11-22,1101.0,2.0380887325444412
2016-11-23,1101.0,2.034930537194424
2016-11-24,1101.0,2.0572457023542583
2016-11-25,1101.0,2.0572457023542583
2016-11-28,1101.0,2.0433742323695046
2016-11-29,1101.0,2.065875993711801
2016-11-30,1101.0,2.051888291671044
2016-12-01,1101.0,2.0380887325444412
2016-12-02,1101.0,2.0380887325444412
2016-12-05,1101.0,2.0593965081068504
2016-12-06,1101.0,2.045496116307583
2016-12-07,1101.0,2.040199647855207
2016-12-08,1101.0,1.9897098585901034
2016-12-09,1101.0,1.99172169868979
2016-12-12,1101.0,1.9947470987384328
2016-12-13,1101.0,1.9967691434406512
2016-12-14,1101.0,2.004898483464837
2016-12-15,1101.0,2.040199647855207
2016-12-16,1101.0,2.0626311623080653
2016-12-19,1101.0,2.100013603415994
2016-12-20,1101.0,2.0855614187445233
2016-12-21,1101.0,2.1056256119766994
2016-12-22,1101.0,2.15988241228531
2016-12-23,1101.0,2.200908111736539
2016-12-26,1101.0,2.2070731204528875
2016-12-27,1101.0,2.217009296571978
2016-12-28,1101.0,2.191115417134819
2016-12-29,1101.0,2.210788731766782
2016-12-30,1101.0,2.1504506113582997
2017-01-03,1101.0,2.1504506113582997
2017-01-04,1101.0,2.1445974523725666
2017-01-05,1101.0,2.1445974523725666
2017-01-06,1101.0,2.1445974523725666
2017-01-09,1101.0,2.165819417266852
2017-01-10,1101.0,2.1634407029151044
2017-01-11,1101.0,2.1112676956100778
2017-01-12,1101.0,2.08225450317569
2017-01-13,1101.0,2.100013603415994
2017-01-16,1101.0,2.1112676956100778
2017-01-17,1101.0,2.126079611445442
2017-01-18,1101.0,2.13298620466075
2017-01-19,1101.0,2.1814094795173893
2017-01-20,1101.0,2.1634407029151044
2017-01-23,1101.0,2.1146674825595304
2017-01-24,1101.0,2.1352983848284035
2017-02-02,1101.0,2.1411008260915247
2017-02-03,1101.0,2.100013603415994
2017-02-06,1101.0,2.1237873423225904
2017-02-07,1101.0,2.1445974523725666
2017-02-08,1101.0,2.1481055179980397
2017-02-09,1101.0,2.08225450317569
2017-02-10,1101.0,1.9787169864431968
2017-02-13,1101.0,1.9897098585901034
2017-02-14,1101.0,1.999809908633708
2017-02-15,1101.0,1.9866997075181063
2017-02-16,1101.0,2.007964077476251
2017-02-17,1101.0,2.016185015357423
2017-02-20,1101.0,2.065875993711801
2017-02-21,1101.0,2.040199647855207
2017-02-22,1101.0,1.9787169864431968
2017-02-23,1101.0,1.9897098585901034
2017-02-24,1101.0,2.007964077476251
2017-03-01,1101.0,2.004898483464837
2017-03-02,1101.0,1.981702977871431
2017-03-03,1101.0,1.9897098585901034
2017-03-06,1101.0,1.999809908633708
2017-03-07,1101.0,1.9787169864431968
2017-03-08,1101.0,1.981702977871431
2017-03-09,1101.0,2.016185015357423
2017-03-10,1101.0,2.0433742323695046
2017-03-13,1101.0,2.0110390607495687
2017-03-14,1101.0,1.999809908633708
2017-03-15,1101.0,1.9787169864431968
2017-03-16,1101.0,1.9897098585901034
2017-03-17,1101.0,1.9787169864431968
2017-03-20,1101.0,1.981702977871431
2017-03-21,1101.0,1.9688283458312867
2017-03-22,1101.0,1.9947470987384328
2017-03-23,1101.0,1.9897098585901034
2017-03-24,1101.0,1.9897098585901034
2017-03-27,1101.0,2.002859949165432
