Date,ticker,PM9M
2017-07-21,1101.0,0.0010643959552953473
2017-07-24,1101.0,-0.0015965939329429264
2017-07-25,1101.0,0.028508771929824737
2017-07-26,1101.0,0.002676659528907961
2017-07-27,1101.0,0.017030335284725934
2017-07-28,1101.0,0.0073800738007380375
2017-07-31,1101.0,-0.02312435765673172
2017-08-01,1101.0,-0.011440457618304672
2017-08-02,1101.0,-0.003659174072138018
2017-08-03,1101.0,-0.017116182572614203
2017-08-04,1101.0,-0.03176229508196726
2017-08-07,1101.0,-0.028615227388860433
2017-08-08,1101.0,-0.026060296371998037
2017-08-09,1101.0,-0.042131979695431386
2017-08-10,1101.0,-0.05321844906234165
2017-08-11,1101.0,-0.04830421377183974
2017-08-14,1101.0,-0.006881948120698729
2017-08-15,1101.0,-0.005879208979155501
2017-08-16,1101.0,-0.00745077168706762
2017-08-17,1101.0,-0.03776513191929627
2017-08-18,1101.0,-0.048106448311156486
2017-08-21,1101.0,-0.021141649048625904
2017-08-22,1101.0,-0.06438631790744455
2017-08-23,1101.0,-0.04247697031729777
2017-08-24,1101.0,-0.02433972035214909
2017-08-25,1101.0,-0.01097752221641387
2017-08-28,1101.0,-0.007874015748031607
2017-08-29,1101.0,-0.0015898251192369441
2017-08-30,1101.0,0.010171306209850175
2017-08-31,1101.0,-0.013555787278414912
2017-09-01,1101.0,-0.026383859286083708
2017-09-04,1101.0,-0.033574380165289186
2017-09-05,1101.0,-0.028720626631853638
2017-09-06,1101.0,-0.032898172323759745
2017-09-07,1101.0,-0.04823651452282156
2017-09-08,1101.0,-0.030414263240692282
2017-09-11,1101.0,-0.039583333333333234
2017-09-12,1101.0,-0.04914640455250902
2017-09-13,1101.0,-0.051733057423693746
2017-09-14,1101.0,-0.043387349712493375
2017-09-15,1101.0,-0.047248182762201454
2017-09-18,1101.0,-0.03521491455204556
2017-09-19,1101.0,-0.06868686868686866
2017-09-20,1101.0,-0.06926188068756324
2017-09-21,1101.0,-0.07088607594936702
2017-09-22,1101.0,-0.06690319310694376
2017-09-25,1101.0,-0.05903307888040714
2017-09-26,1101.0,-0.044018643190056855
2017-09-27,1101.0,-0.034554973821989535
2017-09-28,1101.0,-0.021855010660980816
2017-09-29,1101.0,-0.028586553732133358
2017-10-02,1101.0,-0.023516835916622195
2017-10-03,1101.0,0.0032894736842106515
2017-10-05,1101.0,0.025139664804469435
2017-10-06,1101.0,0.02689075630252083
2017-10-11,1101.0,0.03882948790095674
2017-10-12,1101.0,0.02391546162402668
2017-10-13,1101.0,0.028619528619528507
2017-10-16,1101.0,0.003275109170305607
2017-10-17,1101.0,0.004912663755458508
2017-10-18,1101.0,-0.00108873162765376
2017-10-19,1101.0,-0.0021774632553077135
2017-10-20,1101.0,0.00217746325530752
2017-10-23,1101.0,0.008796041781198468
2017-10-24,1101.0,0.0005491488193299292
2017-10-25,1101.0,-0.025187566988210015
2017-10-26,1101.0,-0.040169133192389087
2017-10-27,1101.0,-0.031982942430703695
2017-10-30,1101.0,-0.02679528403001072
2017-10-31,1101.0,-0.018348623853211
2017-11-01,1101.0,-0.011911207363291763
2017-11-02,1101.0,0.010520487264673382
2017-11-03,1101.0,0.004942339373970338
2017-11-06,1101.0,-0.017713365539452405
2017-11-07,1101.0,-0.016802168021680147
2017-11-08,1101.0,-0.011413043478260724
2017-11-09,1101.0,-0.030383795309168456
2017-11-10,1101.0,-0.01778975741239902
2017-11-13,1101.0,-0.005443658138268994
2017-11-14,1101.0,-0.0038167938931297865
2017-11-15,1101.0,-0.004228329809725256
2017-11-16,1101.0,-0.0642893018583627
2017-11-17,1101.0,-0.049494949494949515
2017-11-20,1101.0,-0.05736040609137051
2017-11-21,1101.0,-0.05950579929399898
2017-11-22,1101.0,-0.03975535168195724
2017-11-23,1101.0,-0.04145342886386892
2017-11-24,1101.0,-0.016255899318300928
2017-11-27,1101.0,-0.03262558259968923
2017-11-28,1101.0,-0.08337518834756405
2017-11-29,1101.0,-0.07020202020202022
2017-11-30,1101.0,-0.07135575942915404
2017-12-01,1101.0,-0.06870229007633577
2017-12-04,1101.0,-0.07243460764587514
2017-12-05,1101.0,-0.06868686868686866
2017-12-06,1101.0,-0.06852791878172579
2017-12-07,1101.0,-0.07533902561526871
2017-12-08,1101.0,-0.07696177062374233
2017-12-11,1101.0,-0.052200614124872036
2017-12-12,1101.0,-0.04512448132780088
2017-12-13,1101.0,-0.054619703930576836
2017-12-14,1101.0,-0.059898477157360394
2017-12-15,1101.0,-0.07282772476142638
2017-12-18,1101.0,-0.0646464646464647
2017-12-19,1101.0,-0.06027122049221493
2017-12-20,1101.0,-0.05633802816901396
2017-12-21,1101.0,-0.0624687656171914
2017-12-22,1101.0,-0.03341772151898735
2017-12-25,1101.0,-0.008585858585858672
2017-12-26,1101.0,-0.0015151515151515726
2017-12-27,1101.0,-0.0005083884087443601
2017-12-28,1101.0,0.015495867768595078
2017-12-29,1101.0,0.007124681933842269
2018-01-02,1101.0,0.03385416666666678
2018-01-03,1101.0,0.07188160676532766
2018-01-04,1101.0,0.046090108751942034
2018-01-05,1101.0,0.041666666666666595
2018-01-08,1101.0,0.07128099173553715
2018-01-09,1101.0,0.07883817427385889
2018-01-10,1101.0,0.08580343213728542
2018-01-11,1101.0,0.060416666666666674
2018-01-12,1101.0,0.066318537859008
2018-01-15,1101.0,0.08044164037854895
2018-01-16,1101.0,0.08780231335436392
2018-01-17,1101.0,0.10052631578947369
2018-01-18,1101.0,0.08157894736842108
2018-01-19,1101.0,0.08315789473684201
2018-01-22,1101.0,0.10781671159029649
2018-01-23,1101.0,0.07199576495500261
2018-01-24,1101.0,0.09282245008094975
2018-01-25,1101.0,0.09903121636167941
2018-01-26,1101.0,0.12717391304347828
2018-01-29,1101.0,0.12684527063969384
2018-01-30,1101.0,0.12213740458015258
2018-01-31,1101.0,0.11450381679389321
2018-02-01,1101.0,0.1203048448557429
2018-02-02,1101.0,0.13827433628318586
2018-02-05,1101.0,0.13992226540810657
2018-02-06,1101.0,0.06755260243632351
2018-02-07,1101.0,0.09166206515737163
2018-02-08,1101.0,0.10827318156579673
2018-02-09,1101.0,0.08962795941375423
2018-02-12,1101.0,0.08264004437049353
2018-02-21,1101.0,0.10442864953526519
2018-02-22,1101.0,0.09261300992282247
